finess;Raison_sociale;Enquete_obligatoire;Participation;Resultat_doc;doc_c_den_etbt;doc_c_etbt;doc_c_icbas_etbt;doc_c_ichaut_etbt;doc_c_pos_seuil_etbt;doc_c_pos_evol_etbt;Resultat_dtn;dtn2_c2_den_etbt;dtn2_c2_etbt;dtn2_c2_icbas_etbt;dtn2_c2_ichaut_etbt;dtn2_c2_pos_seuil_etbt;dtn2_c2_pos_evol_etbt;Lib_reg
540000767;CENTRE HOSPITALIER - BRIEY;Oui;Oui;ES non contrôlé;80;93.75;86;98;A;;ES non contrôlé;80;95;88;99;A;Stable;Grand Est
540000858;ST ELOI NEUVES MAISONS;Oui;Oui;ES non contrôlé;80;33.75;24;45;C;;ES non contrôlé;80;73.75;63;83;B;Négative;Grand Est
540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);Oui;Oui;ES non contrôlé;80;18.75;11;29;C;;ES non contrôlé;80;57.5;46;69;C;Stable;Grand Est
540001104;HOPITAL JOEUF;Oui;Oui;ES non contrôlé;77;96.1;89;99;A;;ES non contrôlé;80;80;70;88;B;Stable;Grand Est
540003399;HOPITAL LOCAL  - POMPEY;Oui;Oui;ES non contrôlé;80;17.5;10;28;C;;ES non contrôlé;76;73.68;62;83;B;Stable;Grand Est
540005196;MAISON DE CONV. BACCARAT;Oui;Oui;Recueil Validé;80;72.5;61;82;B;;Recueil Validé;80;61.25;50;72;C;Stable;Grand Est
540019007;HOPITAL LOCAL 3 H SANTE;Oui;Oui;ES non contrôlé;65;36.92;25;50;C;;ES non contrôlé;70;84.29;74;92;B;Stable;Grand Est
540020146;CENTRE DE REEDUCATION FLORENTIN;Oui;Oui;ES non contrôlé;80;95;88;99;A;;ES non contrôlé;80;95;88;99;A;Positive;Grand Est
540022837;CLINIQUE BELLEFONTAINE ( SAS CLINEA );Oui;Oui;ES non contrôlé;80;77.5;67;86;B;;ES non contrôlé;80;93.75;86;98;A;Non Calculable;Grand Est
540023264;C.H.U. DE NANCY;Oui;Oui;ES non contrôlé;67;98.51;92;99;A;;ES non contrôlé;80;78.75;68;87;B;Stable;Grand Est
550000046;CENTRE HOSPITALIER - COMMERCY;Oui;Oui;ES non contrôlé;47;55.32;40;70;C;;ES non contrôlé;48;97.92;89;99;A;Stable;Grand Est
550003354;CENTRE HOSPITALIER - BAR LE DUC;Oui;Oui;ES non contrôlé;80;36.25;26;48;C;;ES non contrôlé;80;90;81;96;A;Stable;Grand Est
550006795;CENTRE HOSPITALIER VERDUN/SAINT MIHIEL;Oui;Oui;ES non contrôlé;80;66.25;55;76;C;;ES non contrôlé;80;65;53;75;C;Négative;Grand Est
560000044;CENTRE HOSPITALIER PLOERMEL;Oui;Oui;ES non contrôlé;80;17.5;10;28;C;;ES non contrôlé;80;10;4;19;C;Non Calculable;Bretagne
560000085;HÔPITAL LOCAL YVES LANCO LE PALAIS;Non;Oui;ES non contrôlé;25;76;55;91;B;;ES non contrôlé;29;79.31;60;92;B;Stable;Bretagne
560000184;CLINIQUE DES AUGUSTINES MALESTROIT;Oui;Oui;ES non contrôlé;80;41.25;30;53;C;;ES non contrôlé;80;83.75;74;91;B;Négative;Bretagne
560000259;HÔPITAL LOCAL GUEMENE SUR SCORFF;Oui;Oui;ES non contrôlé;80;53.75;42;65;C;;ES non contrôlé;80;91.25;83;97;A;Négative;Bretagne
560000390;CENTRE DE POST CURE LE PHARE LORIENT;Oui;Oui;ES non contrôlé;65;23.08;13;35;C;;ES non contrôlé;65;18.46;10;30;C;Négative;Bretagne
560000424;MRC KERALIGUEN LANESTER;Oui;Oui;ES non contrôlé;80;13.75;7;23;C;;ES non contrôlé;80;96.25;89;99;A;Positive;Bretagne
560002024;CRRF KERPAPE;Oui;Oui;ES non contrôlé;80;38.75;28;50;C;;ES non contrôlé;80;73.75;63;83;B;Stable;Bretagne
560002222;CENTRE HOSPITALIER DE BASSE-VILAINE;Oui;Oui;ES non contrôlé;74;16.22;9;27;C;;ES non contrôlé;77;97.4;91;99;A;Stable;Bretagne
560002974;MAISON DE SANTÉ SPÉCIALISÉE LE DIVIT;Oui;Oui;ES non contrôlé;80;37.5;27;49;C;;ES non contrôlé;80;95;88;99;A;Positive;Bretagne
560003006;CENTRE DE POST CURE KERDUDO GUIDEL;Oui;Oui;ES non contrôlé;68;44.12;32;57;C;;ES non contrôlé;68;95.59;88;99;A;Stable;Bretagne
560003055;MRC COLPO;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;92.5;84;97;A;Stable;Bretagne
560005746;CENTRE HOSPITALIER BRETAGNE SUD LORIENT;Oui;Oui;ES non contrôlé;80;28.75;19;40;C;;ES non contrôlé;80;76.25;65;85;B;Positive;Bretagne
560014748;CENTRE HOSPITALIER DU CENTRE BRETAGNE;Oui;Oui;ES non contrôlé;80;60;48;71;C;;ES non contrôlé;80;77.5;67;86;B;Positive;Bretagne
560023210;CENTRE HOSPITALIER BRETAGNE ATLANTIQUE VANNES;Oui;Oui;ES non contrôlé;80;11.25;5;20;C;;ES non contrôlé;80;72.5;61;82;B;Positive;Bretagne
570000026;HOPITAL  - SARRALBE;Oui;Oui;ES non contrôlé;80;78.75;68;87;B;;ES non contrôlé;80;93.75;86;98;A;Stable;Grand Est
570000034;CRS ST LUC ABRESCHVILLER;Oui;Oui;ES non contrôlé;80;95;88;99;A;;ES non contrôlé;80;80;70;88;B;Stable;Grand Est
570000091;HOPITAL DE FREYMING MERLEBACH;Oui;Oui;ES non contrôlé;80;60;48;71;C;;ES non contrôlé;80;98.75;93;99;A;Stable;Grand Est
570000158;CH DE SARREGUEMINES;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;98.75;93;99;A;Stable;Grand Est
570000166;HOSPITALOR  -  FORBACH;Oui;Oui;ES non contrôlé;80;86.25;77;93;B;;ES non contrôlé;80;81.25;71;89;B;Négative;Grand Est
570000356;CLINIQUE CHIR. AMBROISE PARE;Oui;Oui;ES non contrôlé;80;86.25;77;93;B;;ES non contrôlé;80;85;75;92;B;Stable;Grand Est
570000430;CENTRE HOSPITALIER  -   BOULAY;Oui;Oui;ES non contrôlé;75;37.33;26;49;C;;ES non contrôlé;80;72.5;61;82;B;Stable;Grand Est
570000448;CMS CHARLEVILLE;Oui;Oui;ES non contrôlé;80;78.75;68;87;B;;ES non contrôlé;80;82.5;72;90;B;Négative;Grand Est
570000455;HOPITAL CHATEAU SALINS;Oui;Oui;ES non contrôlé;80;88.75;80;95;B;;ES non contrôlé;80;96.25;89;99;A;Positive;Grand Est
570000497;HOPITAL - DIEUZE;Oui;Oui;ES non contrôlé;59;79.66;67;89;B;;ES non contrôlé;63;71.43;59;82;B;Stable;Grand Est
570000547;MRC LONGEVILLE;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;98.75;93;99;A;Stable;Grand Est
570000562;HOPITAL MARANGE;Oui;Oui;ES non contrôlé;78;100;100;100;A;;ES non contrôlé;80;100;100;100;A;Positive;Grand Est
570000596;HÔPITAL D'INSTRUCTION DES ARMÉES LEGOUEST;Oui;Oui;ES non contrôlé;35;88.57;73;97;B;;ES non contrôlé;36;100;100;100;A;Stable;Service de santé des armées
570000794;CENTRE LADAPT MOSELLE DE THIONVILLE;Oui;Oui;ES non contrôlé;53;52.83;39;67;C;;ES non contrôlé;53;50.94;37;65;C;Positive;Grand Est
570000828;CMP MAIZEROY;Oui;Oui;ES non contrôlé;80;33.75;24;45;C;;ES non contrôlé;80;92.5;84;97;A;Stable;Grand Est
570000950;SAINTE ELISABETH THIONVILLE;Oui;Oui;ES non contrôlé;45;86.67;73;95;B;;ES non contrôlé;46;95.65;85;99;A;Positive;Grand Est
570001057;HOPITAL BELLE ISLE METZ;Oui;Oui;ES non contrôlé;80;37.5;27;49;C;;ES non contrôlé;80;91.25;83;97;A;Négative;Grand Est
570001099;HOPITAL STE BLANDINE METZ;Oui;Oui;ES non contrôlé;76;39.47;28;51;C;;ES non contrôlé;80;95;88;99;A;Négative;Grand Est
570003079;CENTRE DE GERIATRIE LE KEM;Oui;Oui;Recueil Validé;80;97.5;91;99;A;;Recueil Validé;80;66.25;55;76;C;Stable;Grand Est
570003103;CRF LE HOHBERG DE SARREGUEMINES;Oui;Oui;ES non contrôlé;80;58.75;47;70;C;;ES non contrôlé;80;90;81;96;A;Stable;Grand Est
570005165;C. H. R. - METZ THIONVILLE;Oui;Oui;ES non contrôlé;80;56.25;45;67;C;;ES non contrôlé;80;65;53;75;C;Négative;Grand Est
570009670;HOPITAL  - MOYEUVRE GRANDE;Oui;Oui;ES non contrôlé;80;95;88;99;A;;ES non contrôlé;80;97.5;91;99;A;Stable;Grand Est
570011387;CENTRE DE MOYEN SEJOUR GORZE;Oui;Oui;ES non contrôlé;80;0;0;0;C;;ES non contrôlé;80;55;43;66;C;Positive;Grand Est
570012633;CENTRE MEDICAL DIETETIQUE L'ALUMNAT;Oui;Oui;ES non contrôlé;80;78.75;68;87;B;;ES non contrôlé;80;100;100;100;A;Stable;Grand Est
570025254;CENTRE HOSPITALIER INTERCOMMUNAL UNISANTE;Oui;Oui;ES non contrôlé;80;31.25;21;43;C;;ES non contrôlé;80;95;88;99;A;Stable;Grand Est
580780039;C.H. DE L'AGGLOMÉRATION DE NEVERS;Oui;Oui;ES non contrôlé;80;73.75;63;83;B;;ES non contrôlé;80;93.75;86;98;A;Positive;Bourgogne-Franche-Comté
580780047;HOPITAL - MDE R CHATEAU-CHINON;Oui;Oui;ES non contrôlé;46;71.74;57;84;B;;ES non contrôlé;49;81.63;68;91;B;Stable;Bourgogne-Franche-Comté
580780054;HOPITAL RURAL DE LORMES;Oui;Oui;ES non contrôlé;48;56.25;41;71;C;;ES non contrôlé;51;62.75;48;76;C;Stable;Bourgogne-Franche-Comté
580780088;HOPITAL DE COSNE-COURS/LOIRE;Oui;Oui;ES non contrôlé;76;25;16;36;C;;ES non contrôlé;80;56.25;45;67;C;Négative;Bourgogne-Franche-Comté
580780096;CENTRE HOSPITALIER DECIZE;Oui;Oui;ES non contrôlé;77;84.42;74;92;B;;ES non contrôlé;80;57.5;46;69;C;Stable;Bourgogne-Franche-Comté
580780187;CLINIQUE DU MORVAN SA;Oui;Oui;ES non contrôlé;80;47.5;36;59;C;;ES non contrôlé;80;82.5;72;90;B;Stable;Bourgogne-Franche-Comté
580780203;CENTRE MEDICAL DE LA VENERIE;Oui;Oui;ES non contrôlé;80;51.25;40;63;C;;ES non contrôlé;80;81.25;71;89;B;Stable;Bourgogne-Franche-Comté
580781136;CENTRE HOSPITALIER HENRI DUNANT;Oui;Oui;ES non contrôlé;80;83.75;74;91;B;;ES non contrôlé;80;80;70;88;B;Stable;Bourgogne-Franche-Comté
580971349;LE RECONFORT;Oui;Oui;ES non contrôlé;80;90;81;96;A;;ES non contrôlé;80;77.5;67;86;B;Positive;Bourgogne-Franche-Comté
580972008;C.R.F. PASORI;Oui;Oui;ES non contrôlé;80;90;81;96;A;;ES non contrôlé;80;91.25;83;97;A;Positive;Bourgogne-Franche-Comté
590001749;POLYCLINIQUE DE GRANDE SYNTHE;Oui;Oui;ES non contrôlé;80;95;88;99;A;;ES non contrôlé;80;82.5;72;90;B;Stable;Hauts de France
590008041;POLYCLINIQUE VAUBAN;Oui;Oui;ES non contrôlé;80;95;88;99;A;;ES non contrôlé;80;96.25;89;99;A;Positive;Hauts de France
590034732;CENTRE LA ROUGEVILLE;Oui;Oui;ES non contrôlé;80;100;100;100;A;;ES non contrôlé;80;97.5;91;99;A;Stable;Hauts de France
590049565;MAISON MEDICALE JEAN XXIII;Oui;Oui;ES non contrôlé;30;96.67;83;99;A;;ES non contrôlé;47;34.04;21;49;C;Négative;Hauts de France
590053120;GROUPE HOSPITALIER LOOS HAUBOURDIN;Oui;Oui;ES non contrôlé;80;86.25;77;93;B;;ES non contrôlé;80;87.5;78;94;B;Stable;Hauts de France
590780052;CENTRE HOSPITALIER SOMAIN;Oui;Oui;ES non contrôlé;80;80;70;88;B;;ES non contrôlé;80;72.5;61;82;B;Positive;Hauts de France
590780128;"CENTRE DE RÉÉDUCATION FONCTIONNELLE ""HÉLÈNE BOREL""";Oui;Oui;ES non contrôlé;80;81.25;71;89;B;;ES non contrôlé;80;71.25;60;81;B;Stable;Hauts de France
590780185;ETABLISSEMENT PUBLIC DE SANTÉ LES ERABLES - LA BAS;Oui;Oui;ES non contrôlé;80;85;75;92;B;;ES non contrôlé;80;76.25;65;85;B;Stable;Hauts de France
590780193;C.H.R.U. DE LILLE;Oui;Oui;ES non contrôlé;74;95.95;89;99;A;;ES non contrôlé;80;78.75;68;87;B;Stable;Hauts de France
590780227;GROUPE HOSPITALIER SECLIN CARVIN;Oui;Oui;ES non contrôlé;80;83.75;74;91;B;;ES non contrôlé;80;65;53;75;C;Positive;Hauts de France
590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;78;100;100;100;A;Stable;Hauts de France
590781605;CENTRE HOSPITALIER DE CAMBRAI;Oui;Oui;ES non contrôlé;80;91.25;83;97;A;;ES non contrôlé;80;82.5;72;90;B;Stable;Hauts de France
590781621;CENTRE HOSPITALIER DE LE CATEAU;Oui;Oui;ES non contrôlé;80;86.25;77;93;B;;ES non contrôlé;80;65;53;75;C;Positive;Hauts de France
590781639;CENTRE HOSPITALIER JEUMONT;Oui;Oui;ES non contrôlé;50;56;41;70;C;;ES non contrôlé;51;68.63;54;81;B;Stable;Hauts de France
590781647;CENTRE HOSPITALIER HAUTMONT;Oui;Oui;ES non contrôlé;80;58.75;47;70;C;;ES non contrôlé;80;71.25;60;81;B;Stable;Hauts de France
590781662;CENTRE HOSPITALIER DE FOURMIES;Oui;Oui;ES non contrôlé;41;80.49;65;91;B;;ES non contrôlé;54;98.15;90;99;A;Positive;Hauts de France
590781670;CENTRE HOSPITALIER LE QUESNOY;Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;90;81;96;A;Stable;Hauts de France
590781795;CENTRE HOSPITALIER D'AVESNES;Oui;Oui;ES non contrôlé;73;89.04;79;95;B;;ES non contrôlé;80;80;70;88;B;Positive;Hauts de France
590781811;CENTRE HOSPITALIER FELLERIES LIESSIES;Oui;Oui;ES non contrôlé;80;33.75;24;45;C;;ES non contrôlé;80;78.75;68;87;B;Stable;Hauts de France
590781902;CENTRE HOSPITALIER DE TOURCOING;Oui;Oui;ES non contrôlé;80;95;88;99;A;;ES non contrôlé;80;65;53;75;C;Stable;Hauts de France
590781951;CLINIQUE DU CROISE LAROCHE  SA;Oui;Oui;ES non contrôlé;80;98.75;93;99;A;;ES non contrôlé;80;82.5;72;90;B;Stable;Hauts de France
590782165;CENTRE HOSPITALIER DE DENAIN;Oui;Oui;ES non contrôlé;80;93.75;86;98;A;;ES non contrôlé;80;97.5;91;99;A;Positive;Hauts de France
590782207;CENTRE HOSPITALIER DE SAINT - AMAND;Oui;Oui;ES non contrôlé;80;88.75;80;95;B;;ES non contrôlé;80;52.5;41;64;C;Négative;Hauts de France
590782215;CENTRE HOSPITALIER VALENCIENNES;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;87.5;78;94;B;Stable;Hauts de France
590782280;CLINIQUE VILLARS;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;100;100;100;A;Stable;Hauts de France
590782298;CLINIQUE DU PARC;Non;Oui;ES non contrôlé;80;88.75;80;95;B;;ES non contrôlé;80;68.75;57;79;C;Négative;Hauts de France
590782421;CENTRE HOSPITALIER DE ROUBAIX;Oui;Oui;ES non contrôlé;80;88.75;80;95;B;;ES non contrôlé;80;86.25;77;93;B;Positive;Hauts de France
590782439;CENTRE HOSPITALIER WATTRELOS;Oui;Oui;ES non contrôlé;68;95.59;88;99;A;;ES non contrôlé;68;94.12;86;99;A;Négative;Hauts de France
590782546;CLINIQUE DE VILLENEUVE D'ASCQ;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;87.5;78;94;B;Positive;Hauts de France
590782637;CENTRE HOSPITALIER ARMENTIERES;Oui;Oui;ES non contrôlé;80;87.5;78;94;B;;ES non contrôlé;80;70;59;80;B;Positive;Hauts de France
590782645;CENTRE HOSPITALIER DE BAILLEUL;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;80;70;88;B;Stable;Hauts de France
590782652;CENTRE HOSPITALIER D'HAZEBROUCK;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;90;81;96;A;Stable;Hauts de France
590782678;E.P.S.M BAILLEUL;Oui;Oui;ES non contrôlé;35;88.57;73;97;B;;ES non contrôlé;34;94.12;80;99;B;Stable;Hauts de France
590782694;CENTRE DE CONVALESCENCE PONT BERTIN LA CHAPELLE D';Oui;Oui;ES non contrôlé;70;90;80;96;B;;ES non contrôlé;70;78.57;67;88;B;Positive;Hauts de France
590783171;CENTRE DE SSR LES ABEILLES;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;83.75;74;91;B;Stable;Hauts de France
590783189;S.A.S CLINIQUE SAINT ROCH;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;74;100;100;100;A;Stable;Hauts de France
590783239;CENTRE HOSPITALIER DE DOUAI;Oui;Oui;ES non contrôlé;80;93.75;86;98;A;;ES non contrôlé;80;97.5;91;99;A;Stable;Hauts de France
590784245;CENTRE HOSPITALIER ZUYDCOOTE;Oui;Oui;ES non contrôlé;80;80;70;88;B;;ES non contrôlé;80;83.75;74;91;B;Stable;Hauts de France
590785374;CLINIQUE TEISSIER;Oui;Oui;ES non contrôlé;54;92.59;82;98;A;;ES non contrôlé;57;77.19;64;87;B;Stable;Hauts de France
590785424;CENTRE D'ADAPTATION DE L'ENFANCE INFIRME CAMBRAI;Non;Oui;ES non contrôlé;7;57.14;;;Effectif < 10;;ES non contrôlé;0;;;;;;Hauts de France
590785663;CENTRE HOSPITALIER WASQUEHAL;Oui;Oui;ES non contrôlé;65;81.54;70;90;B;;ES non contrôlé;80;82.5;72;90;B;Stable;Hauts de France
590786984;UNITÉ LOCALE DE SOINS ESCAUDAIN;Oui;Oui;ES non contrôlé;80;86.25;77;93;B;;ES non contrôlé;80;96.25;89;99;A;Stable;Hauts de France
590790473;MAISON DE CONVALESCENCE LALLAING;Oui;Oui;ES non contrôlé;80;85;75;92;B;;ES non contrôlé;80;96.25;89;99;A;Stable;Hauts de France
590791109;SA CLINIQUE LES BRUYERES;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;96.25;89;99;A;Positive;Hauts de France
590797346;UNITÉ LOCALE DE SOINS POUR PERSONNES ÂGÉES FRESNES;Oui;Oui;ES non contrôlé;61;88.52;78;95;B;;ES non contrôlé;64;89.06;79;96;B;Positive;Hauts de France
590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;Oui;Oui;ES non contrôlé;80;91.25;83;97;A;;ES non contrôlé;80;100;100;100;A;Stable;Hauts de France
590797387;CENTRE DE REEDUCATION L'ESPOIR;Oui;Oui;ES non contrôlé;80;88.75;80;95;B;;ES non contrôlé;80;82.5;72;90;B;Stable;Hauts de France
590806360;CLINIQUE DE LA MITTERIE;Oui;Oui;ES non contrôlé;80;87.5;78;94;B;;ES non contrôlé;80;86.25;77;93;B;Stable;Hauts de France
590809703;CLINIQUE SAINT ROCH;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;100;100;100;A;Stable;Hauts de France
590810784;CLINIQUE ST ROCH CONVALESCENCE;Non;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;71.25;60;81;B;Stable;Hauts de France
590813507;POLYCLINIQUE VAL DE SAMBRE;Oui;Oui;ES non contrôlé;80;80;70;88;B;;ES non contrôlé;80;71.25;60;81;B;Stable;Hauts de France
590815056;CLINIQUE DE FLANDRE;Oui;Oui;ES non contrôlé;80;47.5;36;59;C;;ES non contrôlé;80;88.75;80;95;B;Stable;Hauts de France
590817441;ETAB HOPALE - CENTRE CLAIR SEJOUR;Oui;Oui;ES non contrôlé;80;90;81;96;A;;ES non contrôlé;80;58.75;47;70;C;Stable;Hauts de France
590817839;POLYCLINIQUE DU VAL DE LYS;Oui;Oui;ES non contrôlé;80;98.75;93;99;A;;ES non contrôlé;80;78.75;68;87;B;Positive;Hauts de France
600100085;HOP LOCAL CREPY EN VALOIS;Oui;Oui;ES non contrôlé;80;6.25;2;14;C;;ES non contrôlé;80;95;88;99;A;Positive;Hauts de France
600100101;GROUPE HOSPITALIER PAUL DOUMER;Oui;Oui;ES non contrôlé;80;26.25;17;37;C;;ES non contrôlé;80;31.25;21;43;C;Stable;Ile de France
600100127;CTRE HOSP GEORGES DECROZE;Oui;Oui;ES non contrôlé;78;41.03;30;53;C;;ES non contrôlé;80;95;88;99;A;Positive;Hauts de France
600100184;CLINIQUE LE VALOIS;Oui;Oui;ES non contrôlé;80;83.75;74;91;B;;ES non contrôlé;80;85;75;92;B;Stable;Hauts de France
600100275;MAISON CONV SPEC CHATEAU DU TILLET;Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;90;81;96;A;Négative;Hauts de France
600100283;FONDATION ALPHONSE DE ROTHSCHILD;Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;66.25;55;76;C;Négative;Hauts de France
600100309;CENTRE DE READ. FONC. BOIS LARRIS;Non;Oui;ES non contrôlé;14;85.71;57;98;B;;ES non contrôlé;1;100;;;Effectif < 10;Non Calculable;Hauts de France
600100572;CTRE HOSP DE CHAUMONT EN VEXIN;Oui;Oui;ES non contrôlé;38;47.37;31;64;C;;ES non contrôlé;46;93.48;82;99;A;Stable;Hauts de France
600100580;HOPITAL LOCAL DE CREVECOEUR LE GRAND;Oui;Oui;ES non contrôlé;77;75.32;64;85;B;;ES non contrôlé;72;100;100;100;A;Stable;Hauts de France
600100648;CTRE HOSP DE CLERMONT;Oui;Oui;ES non contrôlé;63;92.06;82;97;A;;ES non contrôlé;70;88.57;79;95;B;Positive;Hauts de France
600100671;CRF LE BELLOY;Oui;Oui;ES non contrôlé;80;81.25;71;89;B;;ES non contrôlé;80;73.75;63;83;B;Stable;Hauts de France
600100713;CTRE HOSP DE BEAUVAIS;Oui;Oui;ES non contrôlé;80;35;25;47;C;;ES non contrôlé;80;97.5;91;99;A;Stable;Hauts de France
600100721;CH INTERCOMMUNAL COMPIEGNE-NOYON;Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;81.25;71;89;B;Stable;Hauts de France
600100754;POLYCLINIQUE SAINT-COME S. A.;Non;Oui;ES non contrôlé;18;61.11;36;83;B;;ES non contrôlé;24;91.67;73;99;B;Stable;Hauts de France
600100796;CENTRE DE REEDUC FONCT LEOPOLD BELLAN;Oui;Oui;ES non contrôlé;80;15;8;25;C;;ES non contrôlé;80;72.5;61;82;B;Négative;Hauts de France
600100861;ECR IMB BRETEUIL;Oui;Oui;ES non contrôlé;80;77.5;67;86;B;;ES non contrôlé;80;55;43;66;C;Négative;Hauts de France
600101679;CRF ST LAZARE;Oui;Oui;ES non contrôlé;80;43.75;33;55;C;;ES non contrôlé;80;93.75;86;98;A;Positive;Hauts de France
600101687;SSR CGAS GOUVIEUX;Oui;Oui;ES non contrôlé;80;98.75;93;99;A;;ES non contrôlé;80;97.5;91;99;A;Stable;Hauts de France
600101943;CTRE PREVENTION READAPTATION CARDIO.;Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;100;100;100;A;Positive;Hauts de France
600101984;GROUPE HOSPITALIER PUBLIC DU SUD DE L'OISE;Oui;Oui;ES non contrôlé;79;98.73;93;99;A;;ES non contrôlé;80;93.75;86;98;A;Stable;Hauts de France
600111124;MAIS DE CONVALESCENCE FONDATION CONDE MOYEN SEJOUR;Oui;Oui;ES non contrôlé;80;88.75;80;95;B;;ES non contrôlé;80;95;88;99;A;Stable;Hauts de France
610006371;SSR CLINIQUE ST DOMINIQUE - FLERS;Oui;Oui;ES non contrôlé;80;91.25;83;97;A;;ES non contrôlé;80;90;81;96;A;Stable;Normandie
610006421;CLINIQUE D'ALENCON;Oui;Oui;ES non contrôlé;80;62.5;51;73;C;;ES non contrôlé;80;72.5;61;82;B;Stable;Normandie
610780074;CENTRE HOSPITALIER DE L'AIGLE;Non;Oui;ES non contrôlé;80;80;70;88;B;;ES non contrôlé;80;96.25;89;99;A;Stable;Normandie
610780082;CENTRE HOSPITALIER ALENCON;Oui;Oui;ES non contrôlé;80;32.5;22;44;C;;ES non contrôlé;80;67.5;56;78;C;Stable;Normandie
610780090;CENTRE HOSPITALIER ARGENTAN;Oui;Oui;ES non contrôlé;80;41.25;30;53;C;;ES non contrôlé;80;97.5;91;99;A;Stable;Normandie
610780124;CENTRE HOSPITALIER MORTAGNE;Oui;Oui;ES non contrôlé;80;93.75;86;98;A;;ES non contrôlé;80;93.75;86;98;A;Négative;Normandie
610780132;HOPITAL LOCAL BELLEME;Oui;Oui;ES non contrôlé;58;37.93;25;52;C;;ES non contrôlé;64;96.88;89;99;A;Positive;Normandie
610780140;HOPITAL LOCAL - SEES;Oui;Oui;ES non contrôlé;80;5;1;12;C;;ES non contrôlé;80;77.5;67;86;B;Positive;Normandie
610780157;HOPITAL LOCAL VIMOUTIERS;Oui;Oui;ES non contrôlé;80;18.75;11;29;C;;ES non contrôlé;80;98.75;93;99;A;Stable;Normandie
610780371;CENTRE DE SOINS DE SUITE LE PARC;Oui;Oui;ES non contrôlé;80;33.75;24;45;C;;ES non contrôlé;80;72.5;61;82;B;Négative;Normandie
610784423;CMPR DE BAGNOLES DE L'ORNE;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;93.75;86;98;A;Stable;Normandie
610790594;C. H. INTERCOMMUNAL DES ANDAINES;Oui;Oui;ES non contrôlé;80;22.5;14;33;C;;ES non contrôlé;80;93.75;86;98;A;Stable;Normandie
620000026;ETAB HOPALE CTRE CALOT/HELIO;Oui;Oui;ES non contrôlé;50;50;35;65;C;;ES non contrôlé;47;76.6;62;88;B;Stable;Hauts de France
620000596;"CENTRE DE POST CURE ""LA PRESQU'ÎLE"" LONGUENESSE";Oui;Oui;ES non contrôlé;51;78.43;65;89;B;;ES non contrôlé;51;100;100;100;A;Stable;Hauts de France
620003350;POLYCLINIQUE RIAUMONT DE LIEVIN;Oui;Oui;ES non contrôlé;80;90;81;96;A;;ES non contrôlé;80;86.25;77;93;B;Stable;Hauts de France
620003822;ETAB HOPALE - CENTRE SAINTE BARBE;Oui;Oui;ES non contrôlé;51;86.27;74;94;B;;ES non contrôlé;51;84.31;71;93;B;Stable;Hauts de France
620012948;CLINIQUE MAHAUT DE TERMONDE;Oui;Oui;ES non contrôlé;80;93.75;86;98;A;;ES non contrôlé;80;60;48;71;C;Négative;Hauts de France
620025346;POLYCLINIQUE DE DIVION;Oui;Oui;ES non contrôlé;61;91.8;82;97;A;;ES non contrôlé;68;80.88;69;89;B;Stable;Hauts de France
620026401;HOPALE REEDUCATION-CENTRE ARRAS;Oui;Oui;ES non contrôlé;80;23.75;15;35;C;;ES non contrôlé;80;77.5;67;86;B;Négative;Hauts de France
620027664;ETABLISSEMENT HOPALE-CENTRE CALVÉ;Oui;Oui;ES non contrôlé;80;88.75;80;95;B;;ES non contrôlé;80;77.5;67;86;B;Stable;Hauts de France
620100016;MARITIME DE BERCK;Oui;Oui;ES non contrôlé;80;43.75;33;55;C;;ES non contrôlé;80;80;70;88;B;Positive;Ile de France
