finess;rs_finess;finess_geo;rs_finess_geo;region;participation;Depot;nb_rep_score_all_rea_ajust;score_all_rea_ajust;classement;evolution;nb_rep_score_accueil_rea_ajust;score_accueil_rea_ajust;nb_rep_score_PECinf_rea_ajust;score_PECinf_rea_ajust;nb_rep_score_PECmed_rea_ajust;score_PECmed_rea_ajust;nb_rep_score_chambre_rea_ajust;score_chambre_rea_ajust;nb_rep_score_repas_rea_ajust;score_repas_rea_ajust;nb_rep_score_sortie_rea_ajust;score_sortie_rea_ajust;taux_reco_brut;nb_reco_brut
590782421;CENTRE HOSPITALIER DE ROUBAIX;590801106;HOPITAL VICTOR PROVO;Hauts de France;1- Obligatoire;1- Oui;235;75,09;B;3-Amélioration;235;72.77;235;83.15;235;81.83;235;78.17;235;50.76;235;67.96;56,8;234
590781902;CENTRE HOSPITALIER DE TOURCOING;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;Hauts de France;1- Obligatoire;1- Oui;120;73,45;C;2-Stable;120;75.73;120;79.79;120;79.57;120;74.19;120;54.19;120;63.76;55,8;120
590806360;CLINIQUE DE LA MITTERIE A LOMME;590806360;CLINIQUE DE LA MITTERIE;Hauts de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
590780193;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE LILLE;590811279;HOP CLAUDE HURIEZ CHR LILLE;Hauts de France;1- Obligatoire;1- Oui;1245;74,09;B;3-Amélioration;1245;74.26;1245;82.51;1245;81.82;1245;70.9;1245;53.65;1245;65.84;66,6;1243
590782421;CENTRE HOSPITALIER DE ROUBAIX;590812186;HOP LA FRATERNITE CH ROUBAIX;Hauts de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
590813176;CLINIQUE DES HETRES;590813176;CLINIQUE DES HETRES;Hauts de France;1- Obligatoire;1- Oui;71;84,7;A;3-Amélioration;71;84.73;71;88.89;71;89.02;71;86.48;71;70.22;71;78.31;64,8;71
590813382;NOUVELLE CLINIQUE VILLETTE SA;590813382;NOUVELLE CLINIQUE VILLETTE SA;Hauts de France;1- Obligatoire;1- Oui;100;76,85;B;3-Amélioration;100;78.72;100;84.41;100;84.4;100;75.24;100;66.05;100;62.81;64;100
590813507;POLYCLINIQUE DU VAL DE SAMBRE;590813507;POLYCLINIQUE DU VAL DE SAMBRE;Hauts de France;1- Obligatoire;1- Oui;31;77,54;A;3-Amélioration;31;79.06;31;82.57;31;82.49;31;75.15;31;65.82;31;70.13;58,1;31
590815056;CLINIQUE DE FLANDRE A COUDEKERQUE;590815056;CLINIQUE DE FLANDRE;Hauts de France;1- Obligatoire;1- Oui;88;78,27;A;2-Stable;88;79.67;88;85.6;88;84.48;88;76.68;88;53.25;88;71.18;60,2;88
590816310;CLINIQUE SAINT AME;590816310;CLINIQUE SAINT AME;Hauts de France;1- Obligatoire;1- Oui;597;75,17;B;2-Stable;597;76.82;597;82.97;597;79.77;597;75.95;597;66.6;597;60.91;59,3;597
590817458;CLINIQUE DE LA VICTOIRE;590817458;CLINIQUE DE LA VICTOIRE;Hauts de France;1- Obligatoire;1- Oui;75;77,62;A;3-Amélioration;75;78.39;75;85.5;75;85.49;75;73.32;75;54.51;75;69.65;64;75
600101984;GROUPE HOSPIALIER PUBLIC DU SUD DE L'OISE;600000053;CH GHPSO SENLIS;Hauts de France;1- Obligatoire;1- Oui;99;69,42;D;1-Diminution;99;69.38;99;78.87;99;74.37;99;64.92;99;64.28;99;57.35;50,5;99
600100648;CENTRE HOSPITALIER GENERAL DE CLERMONT DE L'OISE;600000186;CH CLERMONT;Hauts de France;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
600100713;CENTRE HOSPITALIER DE BEAUVAIS;600000194;CH BEAUVAIS;Hauts de France;1- Obligatoire;1- Oui;181;66,41;D;2-Stable;181;65.03;181;75.63;181;73.16;181;67.16;181;48.17;181;56.03;31,3;179
600100721;CH INTERCOMMUNAL COMPIÈGNE-NOYON;600000285;CH CHICN NOYON;Hauts de France;1- Obligatoire;1- Oui;75;70,28;D;4-Non calculable;75;69.58;75;78.46;75;75.06;75;72.64;75;61.87;75;57.9;37,3;75
600101984;GROUPE HOSPIALIER PUBLIC DU SUD DE L'OISE;600000467;CH GHPSO CREIL;Hauts de France;1- Obligatoire;1- Oui;361;68,9;D;2-Stable;361;69.45;361;77.99;361;74.33;361;63.66;361;60.72;361;58.55;35;360
600010862;SAS CENTRE CHIRURGICAL DE CHANTILLY;600010862;SAS CENTRE CHIRURGICAL DE CHANTILLY;Hauts de France;1- Obligatoire;1- Oui;69;78,43;A;3-Amélioration;69;79.34;69;85.17;69;84.2;69;77.82;69;61.13;69;69.59;75,4;69
750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);600100101;CH AP-HP LIANCOURT;Hauts de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
600100168;CMC DES JOCKEYS DE CHANTILLY;600100168;CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS;Hauts de France;1- Obligatoire;1- Oui;66;80,46;A;2-Stable;66;80.34;66;85.78;66;85.6;66;81.67;66;64.92;66;73.43;72,7;66
600100754;POLYCLINIQUE SAINT CÔME;600100754;POLYCLINIQUE SAINT CÔME;Hauts de France;1- Obligatoire;1- Oui;751;75,56;B;2-Stable;751;75.92;751;82.25;751;82.09;751;77.54;751;60.82;751;64.14;67,3;750
600110175;CLINIQUE DU PARC SAINT-LAZARE;600110175;CLINIQUE DU PARC SAINT-LAZARE;Hauts de France;1- Obligatoire;1- Oui;41;75,38;B;2-Stable;41;80.7;41;78.71;41;77.16;41;75.97;41;63.46;41;67.75;61,5;39
600100721;CH INTERCOMMUNAL COMPIÈGNE-NOYON;600113476;CH CHICN COMPIÈGNE;Hauts de France;1- Obligatoire;1- Oui;696;70,43;D;2-Stable;696;68.66;696;78.64;696;77.07;696;71.95;696;55.8;696;60.24;48,1;695
610780074;CENTRE HOSPITALIER DE L'AIGLE;610000044;CENTRE HOSPITALIER DE L'AIGLE;Normandie;1- Obligatoire;1- Oui;38;71,12;C;4-Non calculable;38;74.01;38;79.66;38;73.67;38;65.01;38;60.28;38;61.9;44,7;38
610780082;CENTRE HOSPITALIER INTERCOMMUNAL - ALENCON-MAMERS;610000051;CHICAM - SITE ALENCON;Normandie;1- Obligatoire;1- Oui;149;72,56;C;2-Stable;149;71.46;149;80.58;149;77.94;149;70.31;149;59.53;149;65.1;42,2;147
610780090;CENTRE HOSPITALIER MARECHAL LECLERC - ARGENTAN;610000069;CENTRE HOSPITALIER D'ARGENTAN;Normandie;1- Obligatoire;1- Oui;108;73,51;C;4-Non calculable;108;73.21;108;81.08;108;76.88;108;69.72;108;68.07;108;65.13;56,5;108
610780124;CENTRE HOSPITALIER MARGUERITE DE LORRAINE - MORTAGNE;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;Normandie;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
610780140;HOPITAL LOCAL - SEES;610000093;HOPITAL LOCAL - SEES;Normandie;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
610780165;CENTRE HOSPITALIER GENERAL JACQUES MONOD FLERS;610000119;CH JACQUES MONOD - FLERS;Normandie;1- Obligatoire;1- Oui;112;68,25;D;2-Stable;112;71;112;76.18;112;71.16;112;68.94;112;53.01;112;57.58;34,8;112
610006421;CLINIQUE D'ALENCON;610006421;CLINIQUE D'ALENCON;Normandie;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
610790594;CENTRE HOSPITALIER INTERCOMMUNAL DES ANDAINES;610780108;CHIC DES ANDAINES - DOMFRONT;Normandie;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
610790594;CENTRE HOSPITALIER INTERCOMMUNAL DES ANDAINES;610780116;CHIC DES ANDAINES - LA FERTE MACE;Normandie;1- Obligatoire;1- Oui;76;80,41;A;2-Stable;76;81.33;76;89.12;76;86.83;76;77.82;76;67.76;76;72.14;84,2;76
610780199;CLINIQUE SAINT DOMINIQUE - FLERS;610780199;CLINIQUE SAINT DOMINIQUE - FLERS;Normandie;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
620000026;ETABLISSEMENT HOPALE - CENTRE CALOT/HELIO;620000026;ETAB HOPALE CTRE CALOT/HELIO;Hauts de France;1- Obligatoire;1- Oui;222;79,78;A;2-Stable;222;80.95;222;86.97;222;84.42;222;79.99;222;74.2;222;67.46;71,2;222
620100057;CENTRE HOSPITALIER D'ARRAS;620000034;CH ARRAS;Hauts de France;1- Obligatoire;1- Oui;1492;70,63;D;2-Stable;1492;68.95;1492;78.16;1492;77.26;1492;69.27;1492;61.33;1492;61.69;48;1491
620100651;CENTRE HOSPITALIER GERMON ET GAUTHIER BETHUNE BEUVRY;620000224;CH BETHUNE;Hauts de France;1- Obligatoire;1- Oui;66;74,64;B;1-Diminution;66;71.47;66;83.95;66;82.97;66;71.89;66;54.44;66;67.52;51,5;66
620100677;CENTRE HOSPITALIER D'HENIN BEAUMONT;620000240;CH HENIN BEAUMONT;Hauts de France;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
620100685;CENTRE HOSPITALIER DE LENS;620000257;CH LENS;Hauts de France;1- Obligatoire;1- Oui;520;67,68;D;2-Stable;520;65.68;520;76.64;520;75.75;520;62.71;520;57.98;520;58.65;34,6;520
620101337;CENTRE HOSPITALIER DE CALAIS;620000323;CH CALAIS;Hauts de France;1- Obligatoire;1- Oui;190;71,85;C;2-Stable;190;69.59;190;79.53;190;77.31;190;73.18;190;59.3;190;63.47;57,4;190
620101360;CENTRE HOSPITALIER DE LA REGION DE SAINT-OMER;620000349;CH REGION DE ST OMER;Hauts de France;1- Obligatoire;1- Oui;174;71,1;C;2-Stable;174;70.75;174;78.78;174;76.53;174;71.21;174;55.29;174;62.12;40,8;174
620103440;CENTRE HOSPITALIER DUCHENNE DE BOULOGNE SUR MER;620000653;CH BOULOGNE-SUR-MER;Hauts de France;1- Obligatoire;1- Oui;270;72,3;C;2-Stable;270;69.17;270;79.93;270;78.99;270;74.29;270;62.22;270;62.75;54,8;270
620103432;CENTRE HOSPITALIER DE L'ARRONDISSEMENT DE MONTREUIL;620003202;CH ARRONDISSEMENT DE MONTREUIL;Hauts de France;1- Obligatoire;1- Oui;403;72,16;C;2-Stable;403;72.33;403;78.79;403;77.48;403;71.46;403;58.93;403;64.2;44,4;403
620003350;POLYCLINIQUE DE RIAUMONT;620003350;POLYCLINIQUE DE RIAUMONT;Hauts de France;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;Hauts de France;1- Obligatoire;1- Oui;173;77,18;B;4-Non calculable;173;77.94;173;82.95;173;82.71;173;78.57;173;64.43;173;67.29;65,9;173
620006049;CLINIQUE CHIRURGICALE DE SAINT-OMER;620006049;CLINIQUE CHIRURGICALE DE SAINT-OMER;Hauts de France;1- Obligatoire;1- Oui;280;78,98;A;2-Stable;280;81.76;280;84.12;280;84.88;280;76.43;280;64.8;280;70.73;72,9;280
620025346;POLYCLINIQUE DE LA CLARENCE;620025346;POLYCLINIQUE DE LA CLARENCE;Hauts de France;1- Obligatoire;1- Oui;97;73,39;C;2-Stable;97;74.24;97;80.53;97;81.02;97;73.72;97;60.72;97;60.3;57,7;97
620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;Hauts de France;1- Obligatoire;1- Oui;784;77,24;B;2-Stable;784;79.99;784;83.37;784;81.64;784;77.61;784;60.92;784;67.04;66,7;784
620100487;CLINIQUE CHIR GYN ET SS DES ACACIAS A CUCQ;620100487;CLINIQUE DES ACACIAS;Hauts de France;1- Obligatoire;1- Oui;86;78,86;A;3-Amélioration;86;80.29;86;84.47;86;86.06;86;79.63;86;54.56;86;71;73,3;86
620100735;CLINIQUE ANNE ARTOIS;620100735;CLINIQUE ANNE ARTOIS;Hauts de France;1- Obligatoire;1- Oui;239;74,81;B;3-Amélioration;239;73.56;239;82.41;239;80.81;239;75.36;239;57.05;239;66.66;67,8;239
620100750;CLINIQUE AMBROISE PARE;620100750;CLINIQUE AMBROISE PARE;Hauts de France;1- Obligatoire;1- Oui;176;76,72;B;1-Diminution;176;77.66;176;82.97;176;80.96;176;79.16;176;57.81;176;67.71;68,8;176
620101311;CLINIQUE DES 2 CAPS;620101311;CLINIQUE DES 2 CAPS;Hauts de France;1- Obligatoire;1- Oui;255;76,82;B;2-Stable;255;78.99;255;82.87;255;82.64;255;77.05;255;59.52;255;66.09;62;255
620101501;HOPITAL PRIVE DE BOIS BERNARD;620101501;HOPITAL PRIVE DE BOIS BERNARD;Hauts de France;1- Obligatoire;1- Oui;840;74,16;B;2-Stable;840;77.18;840;80.7;840;80.91;840;73.6;840;51.83;840;64.46;54,4;839
620105940;POLYCLINIQUE DU TERNOIS;620105940;POLYCLINIQUE DU TERNOIS;Hauts de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
620106088;CLINIQUE MEDICO CHIRURGICALE DE BRUAY-LABUISSIERE;620106088;CLINIQUE MEDICO CHIRURGICALE DE BRUAY;Hauts de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
620118513;CENTRE MEDICAL CHIRURGICAL OBSTETRICAL COTE D'OPALE;620118513;CENTRE MCO COTE D'OPALE;Hauts de France;1- Obligatoire;1- Oui;666;74,31;B;2-Stable;666;72.55;666;80.23;666;80.08;666;75.61;666;67.91;666;63.95;58;665
630780989;CENTRE HOSPITALIER UNIVERSITAIRE DE CLERMONT-FERRAND;630000404;HOPITAL GABRIEL MONTPIED - CHU63;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;492;73,14;C;2-Stable;492;71.82;492;81.39;492;79.83;492;73.12;492;57.34;492;63.91;60,3;491
630780997;CENTRE HOSPITALIER AMBERT;630000412;CENTRE HOSPITALIER D'AMBERT;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
630781003;CENTRE HOSPITALIER ISSOIRE PAUL ARDIER;630000420;CENTRE HOSPITALIER ISSOIRE PAUL ARDIER;Auvergne-Rhône-Alpes;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;;;
630781011;CENTRE HOSPITALIER DE RIOM;630000438;CENTRE HOSPITALIER DE RIOM;Auvergne-Rhône-Alpes;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;;;
630781029;CENTRE HOSPITALIER DE THIERS;630000446;CENTRE HOSPITALIER DE THIERS;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;64;74,13;B;4-Non calculable;64;73.63;64;83.04;64;80.6;64;72.18;64;59.05;64;64.99;64,1;64
630000479;CENTRE REGIONAL DE LUTTE CONTRE LE CANCER JEAN PERRIN;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;629;79,43;A;2-Stable;629;78.62;629;87.52;629;84.67;629;82.05;629;72.68;629;64.94;82;628
630780211;POLE SANTE REPUBLIQUE;630780211;POLE SANTE REPUBLIQUE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;669;75,89;B;2-Stable;669;77.75;669;82.31;669;83.57;669;74.32;669;56.77;669;66.67;59,8;666
630780369;CLINIQUE DE LA PLAINE;630780369;CLINIQUE DE LA PLAINE;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;77;81,07;A;2-Stable;77;80.96;77;86.5;77;87.54;77;78.35;77;65.71;77;74.16;80,5;77
630780989;CENTRE HOSPITALIER UNIVERSITAIRE DE CLERMONT-FERRAND;630781268;HOPITAL ESTAING - CHU63;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;1479;70,64;D;1-Diminution;1479;69.04;1479;79.76;1479;77.88;1479;70.9;1479;57.2;1479;58.56;54,3;1476
630781821;CLINIQUE PSYCHIATRIQUE LE GRAND PRE;630781821;CLINIQUE PSYCHIATRIQUE LE GRAND PRE;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;1397;75,95;B;2-Stable;1397;74.11;1397;83;1397;83;1397;75.71;1397;65.24;1397;66.25;65,7;1395
630780989;CENTRE HOSPITALIER UNIVERSITAIRE DE CLERMONT-FERRAND;630783538;HOPITAL LOUISE MICHEL - CHU63;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
640780417;CENTRE HOSPITALIER INTERCOMMUNAL DE LA COTE BASQUE;640000162;CH DE LA COTE BASQUE - BAYONNE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;242;72,16;C;1-Diminution;242;69.1;242;81.21;242;79.37;242;71.15;242;54.72;242;65.31;62,1;240
640780813;CENTRE HOSPITALIER D'ORTHEZ;640000402;CENTRE HOSPITALIER D'ORTHEZ;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
640780821;CENTRE HOSPITALIER D'OLORON SAINTE MARIE;640000410;CENTRE HOSPITALIER OLORON;Nouvelle Aquitaine;1- Obligatoire;1- Oui;46;76,17;B;4-Non calculable;46;74.28;46;85.83;46;87.37;46;65.35;46;61.65;46;69.3;60,9;46
640781290;CENTRE HOSPITALIER DE PAU;640000600;CENTRE HOSPITALIER DE PAU;Nouvelle Aquitaine;1- Obligatoire;1- Oui;227;73,08;C;1-Diminution;227;71.52;227;80.18;227;81.03;227;69.93;227;59.41;227;65.24;55,9;227
640016580;CENTRE DE CARDIOLOGIE DU PAYS BASQUE;640016580;CENTRE DE CARDIOLOGIE DU PAYS BASQUE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;363;75,79;B;2-Stable;363;77.18;363;83.8;363;82.32;363;77.25;363;56.12;363;65.95;72,2;360
640017638;CENTRE HOSPITALIER DE SAINT-PALAIS;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
640018206;CAPIO CLINIQUE BELHARRA;640018206;CAPIO CLINIQUE BELHARRA;Nouvelle Aquitaine;1- Obligatoire;1- Oui;326;76;B;1-Diminution;326;75.57;326;82.2;326;82.21;326;81.18;326;60.88;326;63.63;60,9;325
640780268;CLINIQUE DELAY;640780268;CLINIQUE DELAY;Nouvelle Aquitaine;2- Facultatif;1- Oui;40;79,78;A;2-Stable;40;80.21;40;86.59;40;84.54;40;83.25;40;64.63;40;69.59;75;40
640780490;CAPIO CLINIQUE AGUILERA;640780490;CAPIO CLINIQUE AGUILERA;Nouvelle Aquitaine;1- Obligatoire;1- Oui;148;76,31;B;2-Stable;148;76.35;148;85.4;148;84.49;148;72.15;148;56.12;148;68.02;63,7;146
640780748;POLYCLINIQUE COTE BASQUE SUD;640780748;POLYCLINIQUE CÔTE BASQUE SUD;Nouvelle Aquitaine;1- Obligatoire;1- Oui;186;77,12;B;2-Stable;186;74.39;186;85.06;186;84.87;186;76.93;186;57.52;186;70.07;61,6;185
640780938;POLYCLINIQUE MARZET;640780938;POLYCLINIQUE MARZET;Nouvelle Aquitaine;1- Obligatoire;1- Oui;147;75,03;B;2-Stable;147;73.01;147;83.34;147;82.78;147;75.58;147;57.83;147;65.48;52,4;147
640780946;POLYCLINIQUE DE NAVARRE;640780946;POLYCLINIQUE DE NAVARRE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;788;75,23;B;2-Stable;788;74.75;788;81.88;788;81.77;788;74.35;788;67.24;788;63.79;59,3;786
640781225;CLINIQUE CARDIOLOGIQUE ARESSY;640781225;CLINIQUE MEDICALE CARDIOLOGIQUE ARESSY;Nouvelle Aquitaine;1- Obligatoire;1- Oui;167;75,13;B;2-Stable;167;79.49;167;81.67;167;80.18;167;75.75;167;63.18;167;62.02;65,3;167
640781308;CLINIQUE PRINCESS;640781308;CLINIQUE PRINCESS;Nouvelle Aquitaine;1- Obligatoire;1- Oui;112;79,69;A;2-Stable;112;80.7;112;86.43;112;86.32;112;78.32;112;62.34;112;72.23;56,3;112
650780158;CENTRE HOSPITALIER LOURDES;650000045;CH LOURDES;Occitanie;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
650783160;CENTRE HOSPITALIER DE BIGORRE;650000417;CH BIGORRE SITE GESPE TARBES;Occitanie;1- Obligatoire;1- Oui;209;71,16;C;3-Amélioration;209;71.47;209;80.98;209;77.35;209;66.99;209;51.67;209;63.55;41,3;208
650002579;CLINIQUE ORMEAU PYRENEES;650002579;POLYCL DE L'ORMEAU SITE PYRENEES;Occitanie;1- Obligatoire;1- Oui;137;77,88;A;3-Amélioration;137;78.97;137;83.83;137;83.9;137;79.11;137;58.04;137;69.5;61;136
650783160;CENTRE HOSPITALIER DE BIGORRE;650780182;CH BIGORRE SITE VIC EN BIGORRE;Occitanie;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
650780679;POLYCLINIQUE DE L'ORMEAU;650780679;POLYCL DE L'ORMEAU SITE CENTRE;Occitanie;1- Obligatoire;1- Oui;145;76,54;B;4-Non calculable;145;76.24;145;83.18;145;82.06;145;78.95;145;66.26;145;65.21;66,2;145
650780174;HOPITAUX DE LANNEMEZAN;650784218;CMC HOPITAUX DE LANNEMEZAN;Occitanie;1- Obligatoire;1- Oui;34;77,75;A;4-Non calculable;34;82.46;34;82.12;34;82.87;34;75.03;34;61.07;34;70.92;73,5;34
660780180;CENTRE HOSPITALIER DE PERPIGNAN;660000084;CH PERPIGNAN;Occitanie;1- Obligatoire;1- Oui;853;72,75;C;2-Stable;853;74.09;853;80.78;853;78.94;853;71.98;853;55.59;853;61.92;52,2;852
660006305;FUSION DE LA ROUSSILLONNAISE ET ST CHRISTOPHE;660006305;CL MUTUALISTE CATALANE;Occitanie;1- Obligatoire;1- Oui;466;78,9;A;2-Stable;466;82.2;466;84.75;466;84.6;466;81.67;466;59.36;466;67.65;76,3;465
660780628;CLINIQUE DU VALLESPIR;660780628;CL DU VALLESPIR;Occitanie;1- Obligatoire;1- Oui;41;71,32;C;4-Non calculable;41;76.28;41;80.34;41;78.76;41;71.23;41;53.85;41;55.45;39;41
660780669;CLINIQUE NOTRE DAME D'ESPERANCE;660780669;POLYCL MEDITERRANEE;Occitanie;1- Obligatoire;1- Oui;220;70,14;D;2-Stable;220;71.5;220;78.19;220;76.43;220;71.08;220;59.9;220;55.95;44,5;220
660780776;CLINIQUE SAINT MICHEL;660780776;CL ST MICHEL;Occitanie;1- Obligatoire;1- Oui;83;79,18;A;3-Amélioration;83;79.02;83;84.33;83;85.93;83;76.9;83;62.22;83;75.29;69,5;82
660780784;CLINIQUE SAINT PIERRE;660780784;CL ST PIERRE;Occitanie;1- Obligatoire;1- Oui;893;71,76;C;2-Stable;893;75.01;893;78.23;893;78.11;893;73.34;893;51.72;893;60.31;56;888
660790387;POLYCLINIQUE SAINT ROCH;660790387;POLYCL MEDIPOLE ST ROCH;Occitanie;1- Obligatoire;1- Oui;300;75,89;B;2-Stable;300;77.37;300;82.71;300;82.9;300;75.89;300;58.38;300;65.58;54,9;297
670780055;HOPITAUX UNIVERSITAIRES DE STRASBOURG;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;Grand Est;1- Obligatoire;1- Oui;987;73;C;2-Stable;987;74.35;987;80.96;987;79.09;987;75.81;987;53.11;987;61.03;51,5;983
670000033;CENTRE REGIONAL DE LUTTE CONTRE LE CANCER PAUL STRAUSS;670000033;CRLCC  PAUL STRAUSS;Grand Est;1- Obligatoire;1- Oui;154;78,52;A;2-Stable;154;78.34;154;87.62;154;84.08;154;75.11;154;71.12;154;67.42;72,5;153
670780337;CENTRE HOSPITALIER DE HAGUENAU;670000157;CENTRE HOSPITALIER DE HAGUENAU;Grand Est;1- Obligatoire;1- Oui;254;75,17;B;3-Amélioration;254;77.52;254;81.3;254;78.97;254;74.15;254;66.78;254;65.14;56,3;254
670780345;CENTRE HOSPITALIER SAINTE-CATHERINE DE SAVERNE;670000165;CH SAINTE-CATHERINE DE SAVERNE;Grand Est;1- Obligatoire;1- Oui;269;74,5;B;3-Amélioration;269;74.89;269;83.58;269;83.12;269;70.97;269;57.19;269;63.48;62,8;269
670000215;HOPITAL DU NEUENBERG;670000215;HOPITAL DU NEUENBERG;Grand Est;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
670780543;CENTRE HOSPITALIER INTERCOMMUNAL DE LA LAUTER;670000272;CH INTERCOMMUNAL DE LA LAUTER;Grand Est;1- Obligatoire;1- Oui;77;75,02;B;3-Amélioration;77;77.61;77;82.59;77;82.22;77;70.84;77;66.83;77;61.3;67,5;77
670017755;GROUPE HOSPITALIER SELESTAT OBERNAI;670000397;CENTRE HOSPITALIER DE SELESTAT;Grand Est;1- Obligatoire;1- Oui;34;71,77;C;2-Stable;34;73.14;34;78.79;34;77.87;34;76.96;34;61;34;52.97;32,4;34
670780055;HOPITAUX UNIVERSITAIRES DE STRASBOURG;670009109;CENTRE DE CHIR ORTHOP ET DE LA MAIN;Grand Est;1- Obligatoire;1- Oui;35;78,09;A;3-Amélioration;35;81.33;35;87.3;35;81.7;35;78.22;35;53.56;35;68.62;57,1;35
670017458;CLINIQUE RHENA ASSOCIATION;670017458;CLINIQUE RHENA ASSOCIATION;Grand Est;1- Obligatoire;1- Oui;49;76,97;B;4-Non calculable;49;78.7;49;83.27;49;82.28;49;84.67;49;70.13;49;58.54;61,2;49
670018068;CLINIQUE RHENA GCS ES;670018068;CLINIQUE RHENA GCS ES;Grand Est;1- Obligatoire;1- Oui;1893;79,27;A;2-Stable;1893;78.55;1893;84.41;1893;84.26;1893;83.99;1893;67.85;1893;68.63;73,5;1892
670780055;HOPITAUX UNIVERSITAIRES DE STRASBOURG;670780113;CMCO;Grand Est;1- Obligatoire;1- Oui;723;75;B;3-Amélioration;723;74.37;723;83.67;723;82.86;723;73.28;723;54.21;723;66.84;69,1;722
670780170;CLINIQUE DE L'ORANGERIE;670780170;CLINIQUE DE L'ORANGERIE;Grand Est;1- Obligatoire;1- Oui;419;75,77;B;2-Stable;419;75.9;419;83.17;419;83.44;419;74.02;419;59.83;419;65.77;62,4;418
670780188;CLINIQUE SAINTE-BARBE DU GROUPE HOSPITALIER SAINT-VINCENT;670780188;CLINIQUE SAINTE-BARBE;Grand Est;1- Obligatoire;1- Oui;67;75,61;B;3-Amélioration;67;72.94;67;83.47;67;83.95;67;75.07;67;64.56;67;66.72;62,7;67
670780212;CLINIQUE SAINTE-ANNE DU GROUPE HOSPITALIER SAINT-VINCENT;670780212;CLINIQUE SAINTE-ANNE;Grand Est;1- Obligatoire;1- Oui;799;72,94;C;2-Stable;799;73.83;799;81;799;80.55;799;70.94;799;61.14;799;60.26;61,7;799
670780378;CLINIQUE SAINT-FRANCOIS;670780378;CLINIQUE SAINT-FRANÇOIS;Grand Est;1- Obligatoire;1- Oui;57;79,1;A;3-Amélioration;57;77.24;57;83.94;57;84.79;57;80.46;57;70.64;57;72.66;64,9;57
670780386;CLINIQUE SAINTE-ODILE (HAGUENAU);670780386;CLINIQUE SAINTE-ODILE;Grand Est;1- Obligatoire;1- Oui;188;73,77;C;1-Diminution;188;75.28;188;82;188;80.41;188;70.55;188;64.87;188;61.64;47,3;186
