finess;finess_pmsi;nom_ES;region;type;obligatoire_icsha_v3_mhs;classe_ias_icsha_v3_mhs;res_ias_icsha_v3_mhs;evol_ias_icsha_v3_mhs;obligatoire_icsha_v3_psy;classe_ias_icsha_v3_psy;res_ias_icsha_v3_psy;evol_ias_icsha_v3_psy;obligatoire_dpa_had;classe_DPA_dtn_HAD;res_dpa_dtn_had;evol_dpa_dtn_had;classe_DPA_tre_HAD;res_dpa_tre_had;evol_dpa_tre_had;classe_DPA_coord_HAD;res_dpa_coord_had;evol_dpa_coord_had;classe_DPA_tdp_v3_HAD;res_dpa_tdp_v3_had;evol_dpa_tdp_v3_had;obligatoire_dpa_mco;classe_DPA_qls_v2_MCO;res_dpa_qls_v2_mco;evol_dpa_qls_v2_mco;classe_DPA_pcd_MCO;res_dpa_pcd_mco;evol_dpa_pcd_mco;obligatoire_dpa_ssr;classe_DPA_qls_SSR;res_dpa_qls_ssr;evol_dpa_qls_ssr;classe_DPA_pcd_SSR;res_dpa_pcd_ssr;evol_dpa_pcd_ssr;classe_DPA_pspv_SSR;res_dpa_pspv_ssr;evol_dpa_pspv_ssr;obligatoire_ca_mco;classe_CA_qls_v2_MCO;res_ca_qls_v2_mco;evol_ca_qls_v2_mco;ete_ortho_ratio_oe;ete_ortho_alerte_supe
380012799;380012799;ESMPI SITE BOURGOIN-JALLIEU;Auvergne-Rhône-Alpes;PSPH/EBNL;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;C;60;Non Applicable;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
210780789;210780789;CLINIQUE MÉDICO-CHIRURGICALE;Bourgogne-Franche-Comté;Privé;1;C;38;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;B;77%;0;C;63%;-1;C;51;-1;C;74;Non concerné (non comparable);1;C;43;Non concerné (non comparable);A;93%;Non concerné (non comparable);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;C;60;Non concerné (non comparable);2.64761460863983;0
800010159;800010159;CENTRE D'AUTODIALYSE CORBIE;Hauts de France;Privé;1;C;42;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
940008139;940008139;CLINIQUE DE CHAMPIGNY;Ile de France;Privé;1;B;90;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;B;78;Non concerné (non comparable);A;95%;Non concerné (non comparable);A;88;0;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
460000060;460780117;CENTREREEDUC FONCTIONNELLE LA ROSERAIE;Occitanie;PSPH/EBNL;1;C;61;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;B;77;Non concerné (non comparable);A;94%;Non concerné (non comparable);B;78;-1;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
310781133;310781133;CLINIQUE D'AUFRERY;Occitanie;Privé;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;A;107;Non Applicable;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
400780193;400780193;CENTRE HOSPITALIER DAX;Nouvelle Aquitaine;CH;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;B;95;Non Applicable;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
840014088;840014088;KORIAN LES CYPRES;PACA;Privé;1;A;102;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;C;63;Non concerné (non comparable);B;81%;Non concerné (non comparable);B;83;1;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
050007145;050007145;CENTRE HOSPITALIER BUECH DURANCE;PACA;CH;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;C;35;Non Applicable;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
970203303;970203303;CSSR LA VALERIANE;Martinique;PSPH/EBNL;1;C;80;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;C;65;Non concerné (non comparable);C;64%;Non concerné (non comparable);A;83;1;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
060006558;060006558;HAD ARNAULT TZANCK;PACA;Privé;1;C;64;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;A;97%;0;B;91%;0;A;97;1;A;95;Non concerné (non comparable);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
850000183;850000035;CENTRE HOSPITALIER FONTENAY LE COMTE;Pays de la Loire;CH;1;B;80;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;C;12;Non concerné (non comparable);B;89%;Non concerné (non comparable);A;98;Non concerné (non comparable);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
750301145;750301145;CLINIQUE DU MONT LOUIS;Ile de France;Privé;1;A;148;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;B;81;Non concerné (non comparable);A;97%;Non concerné (non comparable);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;A;88;Non concerné (non comparable);1.20364592048492;0
2A0002614;200002614;CH DE SARTENE;Corse;CH;1;C;70;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;B;67%;Non concerné (non comparable);A;100%;Non concerné (non comparable);C;68;Non concerné (non comparable);A;92;Non concerné (non comparable);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;Non répondant;Non répondant;Non répondant;Non répondant;Non répondant;Non répondant;Non répondant;Non répondant;Non répondant;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
370000051;370000051;CLINIQUE JEANNE D ARC;Centre-Val de Loire;Privé;1;C;77;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;B;86;Non concerné (non comparable);A;100%;Non concerné (non comparable);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;A;90;Non concerné (non comparable);0.0;0
310781125;310781125;CL ST ROCH;Occitanie;Privé;1;B;95;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;A;88;Non concerné (non comparable);A;100%;Non concerné (non comparable);A;96;-1;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
210987632;210780607;CH LA CHARTREUSE DIJON;Bourgogne-Franche-Comté;CH;1;A;253;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
300780210;300780210;CLINIQUE BELLE RIVE;Occitanie;Privé;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;B;85;Non Applicable;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
460000052;460780091;CH ST JACQUES ST CERE;Occitanie;CH;1;C;48;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;C;53;Non concerné (non comparable);A;97%;Non concerné (non comparable);1;C;71;Non concerné (non comparable);A;95%;Non concerné (non comparable);A;90;Non concerné (non comparable);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
260006820;260006820;AGDUC UNITE D'AUTODIALYSE ROMANS;Auvergne-Rhône-Alpes;Privé;1;A;103;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
020000915;020003620;CRF JACQUES FICHEUX;Hauts de France;CH;1;C;45;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;C;62;Non concerné (non comparable);A;96%;Non concerné (non comparable);C;66;Non concerné (non comparable);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
700003577;700003577;UNITÉ DE DIALYSE DE VESOUL;Bourgogne-Franche-Comté;Privé;1;A;115;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
150000024;150780047;CH DE CONDAT EN FENIERS;Auvergne-Rhône-Alpes;CH;1;A;200;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
030780282;030780282;CHSI AINAY LE CHATEAU;Auvergne-Rhône-Alpes;CH;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;C;53;Non Applicable;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
970406245;970406245;CLINIQUE DE SAINT JOSEPH;Océan Indien;Privé;1;B;94;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;C;74;Non concerné (non comparable);B;86%;Non concerné (non comparable);A;87;0;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
110005394;110005394;HAD KORIAN PAYS DES QUATRE VENTS;Occitanie;Privé;1;B;86;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;B;70%;0;A;97%;0;C;44;0;A;91;Non concerné (non comparable);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
