finess;rs_finess;finess_geo;rs_finess_geo;region;participation;Depot;nb_rep_score_all_ajust;score_all_ajust;classement;evolution;score_AVH_ajust;nb_rep_score_AVH_ajust;score_ACC_ajust;nb_rep_score_ACC_ajust;score_PEC_ajust;nb_rep_score_PEC_ajust;score_CER_ajust;nb_rep_score_CER_ajust;score_OVS_ajust;nb_rep_score_OVS_ajust;taux_reco_brut;nb_reco_brut
310780150;CLINIQUE MEDIPOLE GARONNE;310780150;CL MEDIPOLE GARONNE;Occitanie;1- Obligatoire;1- Oui;1600;80,59;A;2-Stable;83,03;1600;82,97;1600;84,61;1600;77,43;1600;76,02;1600;80;1598
310780259;CLINIQUE PASTEUR;310780259;CL PASTEUR;Occitanie;1- Obligatoire;1- Oui;1231;78,75;B;2-Stable;79,85;1231;82,9;1231;84,57;1231;77,61;1231;71,43;1231;74,5;1226
310780283;CLINIQUE DE L'UNION;310780283;CL DE L'UNION;Occitanie;1- Obligatoire;1- Oui;1059;74,05;C;2-Stable;78,35;1059;78,42;1059;82,47;1059;69,34;1059;64,57;1059;58,8;1057
310780382;CLINIQUE AMBROISE PARE;310780382;CL AMBROISE PARE;Occitanie;1- Obligatoire;1- Oui;657;73,97;C;3-Amélioration;78,76;657;78,08;657;83,48;657;73,17;657;61,21;657;56,2;657
310781000;CLINIQUE DES CEDRES;310781000;CL DES CEDRES;Occitanie;1- Obligatoire;1- Oui;1249;75,13;C;2-Stable;80,77;1249;78,77;1249;81,47;1249;66,75;1249;68,1;1249;57,3;1246
310781067;HOPITAL JOSEPH DUCUING;310781067;HOPITAL JOSEPH DUCUING;Occitanie;1- Obligatoire;1- Oui;192;81,04;A;3-Amélioration;86,28;192;84,77;192;86,5;192;68,81;192;76,73;192;83,3;192
310781505;S.A. CLINIQUE D'OCCITANIE;310781505;CL D'OCCITANIE;Occitanie;1- Obligatoire;1- Oui;734;76,82;B;3-Amélioration;77,31;734;80,55;734;83,43;734;77,19;734;68,48;734;62,8;734
310782347;INSTITUT CLAUDIUS REGAUD;310782347;INSTITUT CLAUDIUS REGAUD;Occitanie;1- Obligatoire;1- Oui;336;82,56;A;2-Stable;83,2;336;86,69;336;87,44;336;82,52;336;75,95;336;83,9;336
310781406;CENTRE HOSPITALIER UNIVERSITAIRE DE TOULOUSE;310783048;HOPITAL PURPAN CHU TLSE;Occitanie;1- Obligatoire;1- Oui;982;80,91;A;3-Amélioration;84,76;982;84,02;982;85,7;982;73,35;982;76,18;982;78,5;980
310781406;CENTRE HOSPITALIER UNIVERSITAIRE DE TOULOUSE;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;Occitanie;1- Obligatoire;1- Oui;169;77,5;B;3-Amélioration;80,75;169;82;169;83,79;169;68,09;169;71,55;169;62,5;168
320780117;CENTRE HOSPITALIER D'AUCH;320000086;CH AUCH;Occitanie;1- Obligatoire;1- Oui;81;81,47;A;4-Non calculable;85,22;81;84,06;81;84,42;81;75,1;81;78,23;81;64,2;81
320780067;POLYCLINIQUE DE GASCOGNE;320780067;POLYCL DE GASCOGNE;Occitanie;1- Obligatoire;1- Oui;400;76,23;C;2-Stable;77,39;400;80,51;400;82,88;400;74,35;400;68,44;400;61,8;400
330000332;HOPITAL SUBURBAIN DU BOUSCAT;330000332;HOPITAL SUBURBAIN DU BOUSCAT;Nouvelle Aquitaine;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
330000340;MAISON DE SANTE PROTESTANTE DE BORDEAUX BAGATELLE;330000340;M.S.P.BX. BAGATELLE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;1828;80,98;A;2-Stable;84,94;1828;81,85;1828;86,83;1828;77,11;1828;75,06;1828;81,4;1827
330781204;CENTRE HOSPITALIER D'ARCACHON;330000555;CENTRE HOSPITALIER D'ARCACHON;Nouvelle Aquitaine;1- Obligatoire;1- Oui;115;80,01;A;3-Amélioration;83,36;115;84,04;115;84,38;115;71,76;115;75,31;115;60,9;115
330781220;CENTRE HOSPITALIER DE LA HAUTE GIRONDE;330000571;CH DE LA HAUTE GIRONDE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;280;75,98;C;1-Diminution;80,6;280;83,1;280;83,77;280;68,99;280;65,89;280;60,4;280
330027509;CENTRE HOSPITALIER INTERCOMMUNAL SUD GIRONDE;330000589;CH SUD GIRONDE - SITE LANGON;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
330781253;CENTRE HOSPITALIER DE LIBOURNE;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;145;76,88;B;2-Stable;81,17;145;78,16;145;81,89;145;68,58;145;72,98;145;63,4;145
330000662;INSTITUT BERGONIE CENTRE REGIONAL DE LUTTE CONTRE LE CANCER;330000662;INSTITUT BERGONIE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;353;79,59;B;2-Stable;80,31;353;82,54;353;86,1;353;73,26;353;74,79;353;79,6;353
330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;Nouvelle Aquitaine;2- Facultatif;1- Oui;314;77,93;B;4-Non calculable;80,4;314;81,03;314;85,06;314;74,51;314;69,86;314;73,9;314
330780040;NOUVELLE CLINIQUE BEL AIR;330780040;NOUVELLE CLINIQUE BEL AIR;Nouvelle Aquitaine;1- Obligatoire;1- Oui;1594;78,33;B;2-Stable;81,16;1594;80,1;1594;84,07;1594;75,02;1594;72,46;1594;69,9;1591
330780081;CLINIQUE SAINT- AUGUSTIN;330780081;CLINIQUE SAINT- AUGUSTIN;Nouvelle Aquitaine;1- Obligatoire;1- Oui;743;77,1;B;3-Amélioration;78,4;743;78,97;743;84,62;743;71,61;743;71,62;743;66,6;742
330780115;SA CLINIQUE TIVOLI-DUCOS;330780115;CLINIQUE TIVOLI-DUCOS;Nouvelle Aquitaine;1- Obligatoire;1- Oui;1368;78,86;B;2-Stable;82,77;1368;81,26;1368;84,39;1368;73,17;1368;73,15;1368;68,3;1367
330780206;CLINIQUE D'ARCACHON;330780206;CLINIQUE D'ARCACHON;Nouvelle Aquitaine;1- Obligatoire;1- Oui;1214;77,1;B;2-Stable;78,8;1214;81,05;1214;83,32;1214;75,3;1214;69,48;1214;65,3;1212
330780255;CLINIQUE CHIRURGICALE DU LIBOURNAIS;330780255;CLINIQUE CHIRURGICALE DU LIBOURNAIS;Nouvelle Aquitaine;1- Obligatoire;1- Oui;1156;76,2;C;1-Diminution;79,73;1156;79,34;1156;84,08;1156;71,88;1156;67,89;1156;69,5;1153
330780263;POLYCLINIQUE BORDEAUX RIVE DROITE - CLINIQ QUATRE PAVILLONS;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;1533;73,85;C;2-Stable;81,25;1533;80,04;1533;81,17;1533;68,02;1533;62,57;1533;56,5;1530
330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;Nouvelle Aquitaine;1- Obligatoire;1- Oui;2454;83,22;A;2-Stable;86,47;2454;85,45;2454;86,92;2454;78,39;2454;79,18;2454;83,2;2453
330780479;POLYCLINIQUE BORDEAUX NORD AQUITAINE;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;972;75,61;C;2-Stable;79,58;972;77,99;972;83,74;972;73,12;972;66,32;972;58,6;967
330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;Nouvelle Aquitaine;1- Obligatoire;1- Oui;713;76,65;B;3-Amélioration;82,5;713;80,08;713;84,08;713;73;713;66,84;713;75,2;713
330780495;CLINIQUE MUTUALISTE DU MEDOC;330780495;CLINIQUE MUTUALISTE DU MEDOC;Nouvelle Aquitaine;1- Obligatoire;1- Oui;257;78,78;B;2-Stable;81,07;257;81,44;257;84,03;257;71,97;257;74,63;257;68,5;257
330780503;HOPITAL PRIVE SAINT-MARTIN;330780503;HOPITAL PRIVE SAINT-MARTIN;Nouvelle Aquitaine;1- Obligatoire;1- Oui;1775;81,07;A;2-Stable;84,28;1775;81,31;1775;85,36;1775;75,54;1775;77,96;1775;74,6;1775
330780511;CLINIQUE SAINTE-ANNE;330780511;CLINIQUE SAINTE-ANNE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;399;78,91;B;2-Stable;79,91;399;82,62;399;83,98;399;75,39;399;73,68;399;72,7;399
330780529;CLINIQUE MUTUALISTE DE PESSAC;330780529;CLINIQUE MUTUALISTE DE PESSAC;Nouvelle Aquitaine;1- Obligatoire;1- Oui;204;78,91;B;1-Diminution;80,35;204;82,7;204;84,16;204;76,12;204;72,65;204;71,9;203
330780537;CENTRE MEDICO-CHIRURGICAL WALLERSTEIN;330780537;CENTRE MEDICO-CHIRURGICAL WALLERSTEIN;Nouvelle Aquitaine;1- Obligatoire;1- Oui;405;78,98;B;2-Stable;84,38;405;82,46;405;84,92;405;72,77;405;71,57;405;70,9;405
330781303;HOPITAL D'INSTRUCTION DES ARMEES ROBERT PICQUE;330781303;HIA ROBERT PICQUE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
330781196;CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;Nouvelle Aquitaine;1- Obligatoire;1- Oui;367;77,33;B;3-Amélioration;79,86;367;79,26;367;82,76;367;69,25;367;73,78;367;70,8;367
330781402;POLYCLINIQUE DE BORDEAUX-TONDU;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;Nouvelle Aquitaine;1- Obligatoire;1- Oui;1359;73,96;C;2-Stable;78,89;1359;75,04;1359;80,73;1359;67,37;1359;67,81;1359;52;1359
330782582;POLYCLINIQUE JEAN VILLAR;330782582;POLYCLINIQUE JEAN VILLAR;Nouvelle Aquitaine;1- Obligatoire;1- Oui;2726;76,39;C;2-Stable;80,37;2726;77,92;2726;83,73;2726;72,09;2726;69,11;2726;61,3;2721
330781196;CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX;330783648;HOPITAL HAUT-LEVEQUE - CHU;Nouvelle Aquitaine;2- Facultatif;1- Oui;103;78,82;B;2-Stable;81,39;103;80,49;103;85,31;103;76,31;103;71,97;103;76,7;103
340780055;CENTRE HOSPITALIER BEZIERS;340000033;CH BEZIERS;Occitanie;1- Obligatoire;1- Oui;65;76,97;B;2-Stable;80,57;65;82,3;65;85,33;65;76,63;65;65,64;65;72,3;65
340000207;INSTITUT REGIONAL DU CANCER DE MONTPELLIER;340000207;ICM;Occitanie;1- Obligatoire;1- Oui;449;84,75;A;2-Stable;84,61;449;86,95;449;88,62;449;87,36;449;79,19;449;88,9;449
340011295;LES HOPITAUX DU BASSIN DE THAU;340000223;HOPITAL ST CLAIR HBT SETE;Occitanie;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
340009885;POLYCLINIQUE CHAMPEAU;340009885;POLYCL CHAMPEAU;Occitanie;1- Obligatoire;1- Oui;245;74,53;C;2-Stable;72,94;245;77,24;245;80,77;245;74,06;245;69,18;245;63,7;245
340015502;CLINIQUE DU MILLENAIRE (LAVALETTE/SAINT-ROCH/RECH);340015502;CL DU MILLENAIRE;Occitanie;1- Obligatoire;1- Oui;2262;77,39;B;2-Stable;82,4;2262;82,21;2262;85,72;2262;81,58;2262;63,04;2262;72,8;2258
340015965;POLYCLINIQUE CLINIQUE SAINT PRIVAT;340015965;POLYCL ST PRIVAT;Occitanie;1- Obligatoire;1- Oui;636;75,24;C;2-Stable;78,83;636;82,98;636;84,71;636;76,3;636;60,74;636;72,6;636
340022979;POLYCLINIQUE ST ROCH;340022979;POLYCL ST ROCH;Occitanie;1- Obligatoire;1- Oui;2729;77,81;B;2-Stable;80,4;2729;81,34;2729;83,4;2729;75,91;2729;70,56;2729;72,2;2724
340780139;CLINIQUE D'OTOLOGIE DU DOCTEUR JEAN CAUSSE;340780139;CL DU DR JEAN CAUSSE;Occitanie;1- Obligatoire;1- Oui;266;75,12;C;1-Diminution;76,1;266;78,79;266;81,92;266;78,38;266;66,03;266;72,6;266
340780147;POLYCLINIQUE DES TROIS VALLEES;340780147;POLYCL DES TROIS VALLEES;Occitanie;2- Facultatif;1- Oui;48;77,75;B;4-Non calculable;81,93;48;86,04;48;86,48;48;70,53;48;66,39;48;56,3;48
340780154;POLYCLINIQUE PASTEUR;340780154;POLYCL PASTEUR;Occitanie;1- Obligatoire;1- Oui;320;76,26;C;1-Diminution;80,54;320;80,86;320;84,88;320;80,42;320;62,32;320;62,8;320
340780634;CLINIQUE SAINT JEAN;340780634;CL ST JEAN;Occitanie;1- Obligatoire;1- Oui;2897;75,39;C;2-Stable;79,05;2897;78,05;2897;80,79;2897;64,66;2897;71,94;2897;58,7;2891
340780642;CLINIQUE MEDICO CHIRURGICALE BEAU SOLEIL;340780642;CL BEAU SOLEIL;Occitanie;1- Obligatoire;1- Oui;151;79,12;B;2-Stable;83,72;151;82,34;151;84,88;151;72,77;151;72,55;151;72;150
340780667;CLINIQUE DU PARC;340780667;CL DU PARC;Occitanie;1- Obligatoire;1- Oui;160;76,5;B;3-Amélioration;77,43;160;81,04;160;83,99;160;72,75;160;68,99;160;65,6;160
340780675;CLINIQUE CLEMENTVILLE;340780675;CL CLEMENTVILLE;Occitanie;1- Obligatoire;1- Oui;339;80,28;A;3-Amélioration;81,94;339;81,98;339;86,06;339;78,57;339;74,17;339;76,1;339
340780717;CLINIQUE SAINT LOUIS LANGUEDOC MUTUALITE UNION AMBULATOIRE;340780717;CL ST LOUIS;Occitanie;1- Obligatoire;1- Oui;383;77,53;B;2-Stable;79,23;383;80,6;383;83,53;383;67,81;383;74;383;71,8;383
340780725;CLINIQUE VIA DOMITIA;340780725;CL VIA DOMITIA;Occitanie;1- Obligatoire;1- Oui;625;77,72;B;2-Stable;79,53;625;80,99;625;83,53;625;72,44;625;72,36;625;68,6;624
340780741;POLYCLINIQUE SAINTE THERESE;340780741;POLYCL STE THERESE;Occitanie;1- Obligatoire;1- Oui;583;75,79;C;1-Diminution;77,02;583;81,69;583;83,76;583;73,43;583;66,26;583;67,4;580
340780477;CENTRE HOSPITALIER UNIVERSITAIRE MONTPELLIER;340782036;HOPITAL ST ELOI CHU MONTPELLIER;Occitanie;1- Obligatoire;1- Oui;254;73,1;C;3-Amélioration;75,11;254;78,04;254;83,66;254;65,22;254;63,81;254;63,4;254
340780477;CENTRE HOSPITALIER UNIVERSITAIRE MONTPELLIER;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;Occitanie;1- Obligatoire;1- Oui;615;75,83;C;2-Stable;78,53;615;79,92;615;83,28;615;68,21;615;69,19;615;69,4;615
340780477;CENTRE HOSPITALIER UNIVERSITAIRE MONTPELLIER;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;Occitanie;1- Obligatoire;1- Oui;441;74,9;C;3-Amélioration;77,38;441;80,12;441;84,48;441;67,15;441;66,26;441;65,3;441
340780477;CENTRE HOSPITALIER UNIVERSITAIRE MONTPELLIER;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;Occitanie;1- Obligatoire;1- Oui;412;71,85;D;1-Diminution;73,17;412;78,9;412;81,91;412;60,36;412;63,57;412;61,1;411
350000121;CHP SAINT GREGOIRE;350000121;CHP SAINT GREGOIRE;Bretagne;1- Obligatoire;1- Oui;2806;74,96;C;1-Diminution;80,22;2806;79,31;2806;81,61;2806;69,35;2806;66,42;2806;65,3;2801
350000139;CLINIQUE MUTUALISTE LA SAGESSE RENNES;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;Bretagne;1- Obligatoire;1- Oui;423;78,07;B;2-Stable;82,54;423;84,07;423;83,66;423;73,91;423;69,48;423;79,7;423
350000022;CENTRE HOSPITALIER DE SAINT MALO - HOPITAL BROUSSAIS;350000147;CENTRE HOSPITALIER SAINT-MALO;Bretagne;1- Obligatoire;1- Oui;115;79,6;B;4-Non calculable;82,52;115;81,98;115;86,5;115;74,28;115;72,7;115;56,5;115
350000030;CENTRE HOSPITALIER DE FOUGERES;350000154;C.H FOUGERES;Bretagne;1- Obligatoire;1- Oui;30;75,46;C;4-Non calculable;77,7;30;82;30;85,01;30;75,5;30;62,86;30;50;30
350000048;CENTRE HOSPITALIER DE SECTEUR;350000162;CHIRC SITE REDON;Bretagne;1- Obligatoire;1- Oui;112;76,7;B;4-Non calculable;80,83;112;82,68;112;83,7;112;69,98;112;68,03;112;58;112
350000055;CENTRE HOSPITALIER DE VITRE;350000188;CENTRE HOSPITALIER   VITRE;Bretagne;1- Obligatoire;1- Oui;91;77,23;B;3-Amélioration;82,01;91;82,36;91;83,82;91;71,8;91;68,67;91;59,3;91
350000196;CLINIQUE DE LA COTE D'EMERAUDE;350000196;CLINIQUE DE LA COTE D'EMERAUDE;Bretagne;1- Obligatoire;1- Oui;584;79,31;B;2-Stable;82,16;584;81,99;584;84,73;584;78,45;584;72,12;584;77,1;584
350005179;CHRU RENNES;350000741;CHRU RENNES SITE PONTCHAILLOU;Bretagne;1- Obligatoire;1- Oui;51;78,4;B;4-Non calculable;82,07;51;82,31;51;83,54;51;68,16;51;73,67;51;60,8;51
350002192;POLYCLINIQUE ST LAURENT;350002192;POLYCLINIQUE ST LAURENT;Bretagne;1- Obligatoire;1- Oui;459;79,41;B;2-Stable;79,96;459;82,82;459;83,9;459;74,53;459;75,55;459;72,5;458
350002812;CENTRE REGIONAL DE LUTTE CONTRE LE CANCER EUGENE MARQUIS;350002812;C.R.L.C.C. EUGENE MARQUIS;Bretagne;1- Obligatoire;1- Oui;295;81,02;A;2-Stable;83,59;295;85,09;295;87;295;73,9;295;75,3;295;84,7;295
350005146;HOPITAL PRIVE SEVIGNE;350005146;HOPITAL PRIVE SEVIGNE;Bretagne;1- Obligatoire;1- Oui;1112;73,76;C;2-Stable;78,64;1112;80,68;1112;81,94;1112;67,89;1112;62,95;1112;59,8;1110
350005179;CHRU RENNES;350007084;CHRU RENNES SITE HOPITAL SUD;Bretagne;1- Obligatoire;1- Oui;124;71,54;D;4-Non calculable;74,55;124;78,1;124;76,78;124;60,25;124;66,31;124;50,8;124
360000129;CLINIQUE SAINT FRANCOIS;360000129;CLINIQUE SAINT FRANCOIS;Centre-Val de Loire;1- Obligatoire;1- Oui;810;73,61;C;2-Stable;75,62;810;78,1;810;82,36;810;72,33;810;63,25;810;60;809
360000053;CH DE CHATEAUROUX;360000137;CH CHATEAUROUX;Centre-Val de Loire;1- Obligatoire;1- Oui;78;77,93;B;4-Non calculable;80,61;78;82,21;78;81,73;78;71,08;78;73,63;78;52,6;78
360000053;CH DE CHATEAUROUX;360000160;CH DU BLANC;Centre-Val de Loire;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
370000051;CLINIQUE JEANNE D'ARC - ST BENOIT;370000051;CLINIQUE JEANNE D'ARC - ST BENOIT;Centre-Val de Loire;1- Obligatoire;1- Oui;368;75,58;C;1-Diminution;77;368;81,28;368;83,46;368;75,94;368;64,83;368;61,5;366
370000085;CLINIQUE SAINT-GATIEN - TOURS;370000085;NCT+ SITE SAINT-GATIEN;Centre-Val de Loire;1- Obligatoire;1- Oui;432;76,48;C;2-Stable;79,02;432;80,83;432;83,77;432;74,91;432;67,16;432;67;430
370000093;CLINIQUE DE L'ALLIANCE - ST CYR/LOIRE;370000093;NCT+ SITE ALLIANCE;Centre-Val de Loire;1- Obligatoire;1- Oui;775;72,17;D;2-Stable;77,06;775;73,93;775;77,35;775;65,02;775;67,1;775;46,1;773
370000481;CHU DE TOURS;370000499;CHRU CLOCHEVILLE - TOURS;Centre-Val de Loire;1- Obligatoire;1- Oui;245;73,15;C;2-Stable;76,36;245;76,94;245;76,72;245;64,93;245;69,8;245;69,7;244
370000481;CHU DE TOURS;370000861;CHRU BRETONNEAU - TOURS;Centre-Val de Loire;1- Obligatoire;1- Oui;162;77,8;B;2-Stable;78,62;162;82,47;162;83,39;162;72,97;162;72,44;162;72,8;162
370000564;CENTRE HOSPITALIER INTER-COMMUNAL  AMBOISE - CHATEAU-RENAULT;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;Centre-Val de Loire;1- Obligatoire;1- Oui;79;79,52;B;1-Diminution;80,23;79;83;79;85,86;79;70,42;79;76,19;79;77,2;79
370000614;CH DE LOCHES;370000903;CH PAUL MARTINAIS - LOCHES;Centre-Val de Loire;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
370000481;CHU DE TOURS;370004467;CHRU TROUSSEAU - CHAMBRAY;Centre-Val de Loire;1- Obligatoire;1- Oui;228;77,54;B;2-Stable;79,61;228;80,57;228;82,36;228;71,84;228;72,89;228;69,3;228
370007569;POLE SANTE LEONARD DE VINCI;370007569;PÔLE SANTÉ LÉONARD DE VINCI;Centre-Val de Loire;1- Obligatoire;1- Oui;2316;76,55;B;2-Stable;77,46;2316;80,25;2316;82,81;2316;78,47;2316;67,88;2316;66,5;2311
370013286;GCS GYNECOLOGIE OBST. EN CHINONAIS -ET;370013286;GCS GYNECOLOGIE OBST. EN CHINONAIS -ET;Centre-Val de Loire;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
380780049;CENTRE HOSPITALIER PIERRE OUDOT;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;175;78,46;B;2-Stable;79,47;175;81,48;175;83,93;175;73,59;175;73,84;175;63,8;174
380780080;CHU GRENOBLE;380000067;HOPITAL NORD - CHU38;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;1122;77,64;B;3-Amélioration;82,5;1122;80,73;1122;83,1;1122;67,1;1122;73,03;1122;65,1;1120
380781435;CENTRE HOSPITALIER LUCIEN HUSSEL;380000174;CH LUCIEN HUSSEL DE VIENNE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;30;75,56;C;4-Non calculable;80,28;30;79,99;30;78,51;30;61,66;30;73,62;30;46,7;30
380784751;CH DE VOIRON;380000406;CENTRE HOSPITALIER DE VOIRON;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;110;78,76;B;4-Non calculable;80,44;110;82,96;110;86,37;110;68,34;110;73,66;110;61,5;109
380012658;GROUPE HOSPITALIER MUTUALISTE DE GRENOBLE;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;646;80,55;A;3-Amélioration;83,4;646;84,68;646;85,48;646;73,7;646;75,34;646;77,1;646
380013037;CENTRE D'ENDOSCOPIE NORD ISERE;380013037;CENTRE D'ENDOSCOPIE NORD ISERE;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;279;76,75;B;4-Non calculable;83,73;279;83,36;279;87,29;279;72,22;279;62,16;279;76,7;279
380020123;CLINIQUE DES COTES DU RHONE;380020123;CLINIQUE DES COTES DU RHONE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;186;76,33;C;4-Non calculable;78,74;186;79,79;186;81,78;186;68,67;186;71,86;186;45,7;186
380780197;CLINIQUE SAINT VINCENT DE PAUL MATERNITE CATHOLIQUE;380780197;CLINIQUE ST VINCENT DE PAUL BOURGOIN;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;1141;75,75;C;2-Stable;78,59;1141;80,68;1141;81,87;1141;72,96;1141;67,55;1141;60,3;1139
380780288;CLINIQUE MEDICO-CHIRURGICALE DE CHARTREUSE A VOIRON;380780288;NOUVELLE CLINIQUE DE CHARTREUSE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;1437;74,6;C;2-Stable;75,97;1437;79,95;1437;82,23;1437;69,21;1437;66,8;1437;56,4;1435
380780080;CHU GRENOBLE;380782722;HOPITAL SUD - CHU38;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;154;79,91;A;4-Non calculable;84,58;154;82,13;154;85,36;154;62,04;154;78,96;154;72,1;154
380785956;CLINIQUE DES CÈDRES;380785956;CLINIQUE DES CEDRES;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;2124;76,75;B;2-Stable;80,5;2124;82,73;2124;84,65;2124;70,85;2124;67,37;2124;66,5;2122
380786442;CLINIQUE BELLEDONNE ST-MARTIN-D'HERES;380786442;CLINIQUE BELLEDONNE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;2443;73,77;C;2-Stable;77,03;2443;79,4;2443;81,44;2443;67,77;2443;65,07;2443;61,3;2440
390780146;CENTRE HOSPITALIER LONS LE SAUNIER;390000040;CH LONS;Bourgogne-Franche-Comté;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;
390780161;CH LOUIS JAILLON SAINT CLAUDE;390000065;CH LOUIS JAILLON SAINT CLAUDE;Bourgogne-Franche-Comté;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
390780609;CENTRE HOSPITALIER L PASTEUR DOLE;390000222;CH LOUIS PASTEUR DOLE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;231;79,97;A;2-Stable;82,23;231;83,39;231;84,96;231;74,37;231;75,24;231;68;231
390780559;CLINIQUE DU JURA;390780559;CLINIQUE DU JURA;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;247;78,44;B;2-Stable;79,24;247;82,48;247;83,31;247;67,47;247;76,37;247;65;246
390780575;HOSPITALIA MUTUALITE POLYCLINIQUE DU PARC;390780575;HOSPITALIA MUTUALITE PDP;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;567;73,41;C;2-Stable;76,58;567;81,58;567;82,36;567;72,37;567;60,03;567;69,6;566
400780193;CENTRE HOSPITALIER DE DAX COTE D'ARGENT;400000105;CENTRE HOSPITALIER DAX;Nouvelle Aquitaine;1- Obligatoire;1- Oui;182;79,79;A;2-Stable;81,83;182;83,61;182;85,89;182;72,67;182;74,27;182;71,4;182
400011177;CENTRE HOSPITALIER DE MONT DE MARSAN;400000139;CENTRE HOSPITALIER DE MONT DE MARSAN;Nouvelle Aquitaine;1- Obligatoire;1- Oui;47;81,33;A;4-Non calculable;84,66;47;84,02;47;86,92;47;78,39;47;74,58;47;70,2;47
400780342;CAPIO CLINIQUE JEAN LE BON;400780342;CAPIO CLINIQUE JEAN LE BON;Nouvelle Aquitaine;1- Obligatoire;1- Oui;409;78,49;B;2-Stable;80,12;409;82,2;409;84,92;409;75,73;409;71,13;409;70,6;408
400780359;CLINIQUE DES LANDES;400780359;CLINIQUE DES LANDES;Nouvelle Aquitaine;1- Obligatoire;1- Oui;929;77,37;B;2-Stable;81,1;929;81;929;82,9;929;73,54;929;70,24;929;62,1;926
400782769;POLYCLINIQUE LES CHENES;400782769;POLYCLINIQUE DE L'ADOUR;Nouvelle Aquitaine;1- Obligatoire;1- Oui;42;76,7;B;4-Non calculable;82,19;42;82,33;42;82,33;42;70,84;42;67,83;42;59,5;42
410000087;CH DE BLOIS;410000020;CH BLOIS SIMONE VEIL;Centre-Val de Loire;1- Obligatoire;1- Oui;90;76,33;C;2-Stable;78,71;90;82,8;90;84,8;90;69,19;90;67,19;90;61,1;90
410000103;CH DE ROMORANTIN-LANTHENAY;410000046;CH ROMORANTIN-LANTHENAY;Centre-Val de Loire;1- Obligatoire;1- Oui;80;78,01;B;2-Stable;79,39;80;81,26;80;83,83;80;75,18;80;71,77;80;62,5;80
410000202;POLYCLINIQUE BLOIS;410000202;POLYCLINIQUE BLOIS;Centre-Val de Loire;1- Obligatoire;1- Oui;616;78,48;B;2-Stable;79,85;616;82,23;616;84,05;616;77,44;616;71,51;616;72,5;615
