finess,Sources,lib_reg,code_reg,raison_sociale,lib_cat,repondant,resultat_tda,resultat_trd,tda_c_etbt,tda_c_ichaut_etbt,tda_c_icbas_etbt,tda_c_den_etbt,trd_c_etbt,trd_c_ichaut_etbt,trd_c_icbas_etbt,trd_c_den_etbt
370000085,2015,Centre-Val de Loire,24,CLINIQUE SAINT-GATIEN SA,Privé,Oui,Pas de contrôle,Pas de contrôle,96.4,98.04,94.77,60,75,86,62,56
370000093,2015,Centre-Val de Loire,24,CLINIQUE DE L'ALLIANCE,Privé,Oui,Pas de contrôle,Pas de contrôle,92.85,94.98,90.72,60,100,100,100,60
370000481,2015,Centre-Val de Loire,24,C.H.U. DE TOURS,CHU,Oui,Pas de contrôle,Pas de contrôle,90.44,93.48,87.41,60,86.27,94,74,51
370000564,2015,Centre-Val de Loire,24,CHI AMBOISE- CHATEAU RENAULT,CH,Oui,Recueil Validé,Recueil Validé,86.3,88.52,84.09,60,57.89,71,44,57
370000606,2015,Centre-Val de Loire,24,C H  CHINONAIS,CH,Oui,Pas de contrôle,Pas de contrôle,76.63,79.37,73.9,60,4.55,23,0,22
370000614,2015,Centre-Val de Loire,24,CH LOCHES,CH,Oui,Pas de contrôle,Pas de contrôle,96.46,97.91,95.02,60,98.33,99,91,60
370007569,2015,Centre-Val de Loire,24,PÔLE SANTÉ LÉONARD DE VINCI,Privé,Oui,Pas de contrôle,Pas de contrôle,81.95,85.48,78.41,60,74.07,89,54,27
380012658,2015,Auvergne-Rhône-Alpes,84,GROUPE HOSPIT. MUTUALISTE DE GRENOBLE,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,90.9,94.29,87.51,60,83.64,92,71,55
380013037,2015,Auvergne-Rhône-Alpes,84,CTRE ENDOSCOPIE NORD ISERE,Privé,Oui,Pas de contrôle,Pas de contrôle,75.9,78.61,73.18,60,57.14,74,39,35
380780031,2015,Auvergne-Rhône-Alpes,84,CENTRE HOSPITALIER DE LA MURE,CH,Oui,Pas de contrôle,Pas de contrôle,97,98.54,95.45,60,,,,0
380780049,2015,Auvergne-Rhône-Alpes,84,CENTRE HOSPITALIER  BOURGOIN JALLIEU,CH,Oui,Pas de contrôle,Pas de contrôle,81.62,84.65,78.59,60,91.11,98,79,45
380780056,2015,Auvergne-Rhône-Alpes,84,CTRE HOSPITALIER PONT BEAUVOISIN,CH,Oui,Pas de contrôle,Pas de contrôle,82.2,85,79.4,60,96.67,99,88,60
380780080,2015,Auvergne-Rhône-Alpes,84,CHU GRENOBLE,CHU,Oui,Pas de contrôle,Pas de contrôle,78.05,81.43,74.67,60,95.74,99,85,47
380780197,2015,Auvergne-Rhône-Alpes,84,CLINIQUE SAINT VINCENT DE PAUL,Privé,Oui,Pas de contrôle,Pas de contrôle,84.05,86.58,81.51,60,63.83,77,48,47
380780288,2015,Auvergne-Rhône-Alpes,84,CLINIQUE DE CHARTREUSE,Privé,Oui,Pas de contrôle,Pas de contrôle,84.54,87.8,81.28,60,71.93,83,58,57
380781435,2015,Auvergne-Rhône-Alpes,84,CENTRE HOSPITALIER DE VIENNE,CH,Oui,Pas de contrôle,Pas de contrôle,74.23,78.82,69.63,60,35.71,52,22,42
380781450,2015,Auvergne-Rhône-Alpes,84,CLINIQUE ST CHARLES ROUSSILLON,Privé,Oui,Pas de contrôle,Pas de contrôle,97.41,99.02,95.8,60,90,96,79,60
380784751,2015,Auvergne-Rhône-Alpes,84,CENTRE HOSPITALIER VOIRON,CH,Oui,Pas de contrôle,Pas de contrôle,85.62,88.99,82.25,60,76.47,87,62,51
380785956,2015,Auvergne-Rhône-Alpes,84,CLINIQUE DES CEDRES,Privé,Oui,Pas de contrôle,Pas de contrôle,81.89,86.17,77.61,60,94.55,99,85,55
380786442,2015,Auvergne-Rhône-Alpes,84,CLINIQUE BELLEDONNE,Privé,Oui,Pas de contrôle,Pas de contrôle,91.34,93.08,89.6,60,73.08,84,59,52
390780146,2015,Bourgogne-Franche-Comté,27,CH LONS,CH,Oui,Pas de contrôle,Pas de contrôle,88.24,90.75,85.74,60,87.76,95,75,49
390780161,2015,Bourgogne-Franche-Comté,27,CH ST CLAUDE,CH,Oui,Pas de contrôle,Pas de contrôle,81.37,83.78,78.96,60,59.52,74,43,42
390780559,2015,Bourgogne-Franche-Comté,27,CLINIQUE DU JURA S.A,Privé,Oui,Pas de contrôle,Pas de contrôle,70.55,72.86,68.24,60,33.33,47,22,60
390780575,2015,Bourgogne-Franche-Comté,27,POLYCLINIQUE DU PARC,Privé,Oui,Pas de contrôle,Pas de contrôle,82.26,85.47,79.05,60,81.67,91,70,60
390780609,2015,Bourgogne-Franche-Comté,27,CH PASTEUR DOLE,CH,Oui,Pas de contrôle,Pas de contrôle,90.93,93.44,88.43,60,66.67,87,41,18
400011177,2015,Nouvelle Aquitaine,75,CH DE MONT DE MARSAN,CH,Oui,Pas de contrôle,Pas de contrôle,92.2,94.64,89.76,60,100,100,100,53
400780193,2015,Nouvelle Aquitaine,75,CENTRE HOSPITALIER DAX,CH,Oui,Pas de contrôle,Pas de contrôle,91.13,93.39,88.87,60,32.69,47,20,52
400780284,2015,Nouvelle Aquitaine,75,CLINIQUE ST-VINCENT DE PAUL,Privé,Oui,Pas de contrôle,Pas de contrôle,80.45,82.14,78.77,60,68.33,80,55,60
400780342,2015,Nouvelle Aquitaine,75,CLINIQUE JEAN LE BON,Privé,Oui,Pas de contrôle,Pas de contrôle,89.16,90.32,88.01,60,68.33,80,55,60
400780359,2015,Nouvelle Aquitaine,75,CLINIQUE DES LANDES,Privé,Oui,Pas de contrôle,Pas de contrôle,84.53,86.51,82.55,60,93.33,99,82,45
400782769,2015,Nouvelle Aquitaine,75,POLYCLINIQUE LES CHENES,Privé,Oui,Recueil Validé,Recueil Validé,71.12,74.66,67.58,60,45.76,59,33,59
410000087,2015,Centre-Val de Loire,24,C. H. DE BLOIS,CH,Oui,Pas de contrôle,Pas de contrôle,79.73,82.88,76.57,60,22.22,36,12,54
410000103,2015,Centre-Val de Loire,24,C. H. ROMORANTIN LANTHENAY,CH,Oui,Pas de contrôle,Pas de contrôle,93.3,95.86,90.73,60,80.49,91,65,41
410000202,2015,Centre-Val de Loire,24,POLYCLINIQUE DE BLOIS,Privé,Oui,Pas de contrôle,Pas de contrôle,89.95,92.76,87.13,60,93.33,99,82,45
410004998,2015,Centre-Val de Loire,24,CLINIQUE DU SAINT COEUR,Privé,Oui,Pas de contrôle,Pas de contrôle,96.93,98.7,95.16,60,100,100,100,40
420002495,2015,Auvergne-Rhône-Alpes,84,HOPITAL DU GIER,CH,Oui,Pas de contrôle,Pas de contrôle,82.11,85.52,78.7,60,79.55,90,65,44
420010050,2015,Auvergne-Rhône-Alpes,84,CLINIQUE MUTUALISTE DE LA LOIRE,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,91.81,93.39,90.22,60,55,68,42,60
420011413,2015,Auvergne-Rhône-Alpes,84,CHPL,Privé,Oui,Pas de contrôle,Pas de contrôle,88.85,91.77,85.93,60,76.92,91,56,26
420013831,2015,Auvergne-Rhône-Alpes,84,CENTRE HOSPITALIER DU FOREZ,CH,Oui,Pas de contrôle,Pas de contrôle,81.91,86.01,77.82,60,8.7,21,2,46
420780033,2015,Auvergne-Rhône-Alpes,84,CENTRE HOSPITALIER DE ROANNE,CH,Oui,Recueil Validé,Recueil Validé,83.65,86.91,80.38,60,90.2,97,79,51
420780504,2015,Auvergne-Rhône-Alpes,84,CLINIQUE DU PARC,Privé,Oui,Pas de contrôle,Pas de contrôle,92.05,94.53,89.58,60,52.94,77,28,17
420780652,2015,Auvergne-Rhône-Alpes,84,CENTRE HOSPITALIER DE FIRMINY,CH,Oui,Pas de contrôle,Pas de contrôle,80.89,83.4,78.38,52,12.77,26,5,47
420782310,2015,Auvergne-Rhône-Alpes,84,CLINIQUE DU RENAISON,Privé,Oui,Pas de contrôle,Pas de contrôle,91.78,94.44,89.13,60,86.67,94,75,60
420782591,2015,Auvergne-Rhône-Alpes,84,CLINIQUE NOUVELLE DU FOREZ,Privé,Oui,Pas de contrôle,Pas de contrôle,84.99,87.35,82.63,60,75.86,90,56,29
420784878,2015,Auvergne-Rhône-Alpes,84,CHU SAINT ETIENNE,CHU,Oui,Pas de contrôle,Pas de contrôle,91.38,93.58,89.18,60,90.48,97,77,42
430000018,2015,Auvergne-Rhône-Alpes,84,C.H. EMILE ROUX LE PUY,CH,Oui,Pas de contrôle,Pas de contrôle,79.24,82.51,75.97,60,82.22,92,68,45
430000034,2015,Auvergne-Rhône-Alpes,84,CENTRE HOSPITALIER  BRIOUDE,CH,Oui,Pas de contrôle,Pas de contrôle,59.68,62.18,57.17,60,59.52,74,43,42
430000109,2015,Auvergne-Rhône-Alpes,84,CL BON SECOURS - LE PUY,Privé,Oui,Pas de contrôle,Pas de contrôle,98.52,99.32,97.72,60,90.38,97,79,52
440000057,2015,Pays de la Loire,52,CENTRE HOSPITALIER   ST-NAZAIRE,CH,Oui,Pas de contrôle,Pas de contrôle,93.27,95.07,91.48,60,37.5,53,24,48
440000289,2015,Pays de la Loire,52,C.H.U. DE NANTES,CHU,Oui,Pas de contrôle,Pas de contrôle,91.4,93.93,88.86,60,83.78,94,68,37
440000297,2015,Pays de la Loire,52,CENTRE HOSPITALIER ANCENIS,CH,Oui,Pas de contrôle,Pas de contrôle,88.11,91.41,84.8,60,64.1,79,47,39
440000313,2015,Pays de la Loire,52,CENTRE HOSPITALIER CHATEAUBRIANT,CH,Oui,Pas de contrôle,Pas de contrôle,98.64,99.53,97.75,60,97.37,99,86,38
440000404,2015,Pays de la Loire,52,CLINIQUE CHIRURG.STE-MARIE,Privé,Oui,Pas de contrôle,Pas de contrôle,90.87,93.65,88.09,60,100,100,100,60
440000412,2015,Pays de la Loire,52,CLINIQUE BRETECHE VIAUD,Privé,Oui,Pas de contrôle,Pas de contrôle,86.68,90.01,83.35,60,98.04,99,89,51
440000487,2015,Pays de la Loire,52,CLINIQUE UROLOGIQUE NANTES ATLANTIS,Privé,Oui,Pas de contrôle,Pas de contrôle,97.93,98.88,96.98,60,100,100,100,60
440000511,2015,Pays de la Loire,52,CLINIQUE JEANNE D'ARC,Privé,Oui,Pas de contrôle,Pas de contrôle,88.53,92.45,84.62,60,66.67,,,3
440000651,2015,Pays de la Loire,52,CLINIQUE SOURDILLE S.A.,Privé,Oui,Pas de contrôle,Pas de contrôle,96.84,98.68,94.99,60,88.24,96,76,51
440001113,2015,Pays de la Loire,52,C.R.L.C.C. RENE GAUDUCHEAU,CLCC,Oui,Pas de contrôle,Pas de contrôle,97.45,98.54,96.35,60,93.1,98,83,58
440002020,2015,Pays de la Loire,52,POLYCLINIQUE DE L'EUROPE,Privé,Oui,Pas de contrôle,Pas de contrôle,84.15,86.94,81.35,60,100,100,100,57
440024982,2015,Pays de la Loire,52,AHO CLINIQUE SAINT AUGUSTIN,Privé,Oui,Pas de contrôle,Pas de contrôle,92.17,94.7,89.65,60,98.15,99,90,54
440029338,2015,Pays de la Loire,52,CLINIQUE MUTUALISTE JULES VERNE,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,84.35,86.77,81.92,60,76.09,87,61,46
440029379,2015,Pays de la Loire,52,CLINIQUE JULES VERNE,Privé,Oui,Pas de contrôle,Pas de contrôle,88.38,90.74,86.02,60,58.7,73,43,46
440033819,2015,Pays de la Loire,52,POLYCLINIQUE DE L'ATLANTIQUE,Privé,Oui,Pas de contrôle,Pas de contrôle,91.65,94.6,88.7,60,94.29,99,81,35
440041580,2015,Pays de la Loire,52,NOUVELLES CLINIQUES NANTAISES,Privé,Oui,Pas de contrôle,Pas de contrôle,91.04,93.71,88.37,60,90,96,79,60
440050433,2015,Pays de la Loire,52,CLINIQUE MUTUALISTE DE L'ESTUAIRE,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,89.68,91.5,87.86,60,88.64,96,75,44
450000088,2015,Centre-Val de Loire,24,C.H.R. ORLEANS,CHU,Oui,Pas de contrôle,Pas de contrôle,80.88,83.92,77.83,60,50,65,35,44
450000096,2015,Centre-Val de Loire,24,C.H.  P. DEZARNAULD DE GIEN,CH,Oui,Pas de contrôle,Pas de contrôle,86.61,89.81,83.41,60,64.52,81,45,31
450000104,2015,Centre-Val de Loire,24,C.H. AGGLOMERATION MONTARGOISE,CH,Oui,Pas de contrôle,Pas de contrôle,55.02,57.85,52.2,60,45,62,29,40
450000112,2015,Centre-Val de Loire,24,C.H. DE PITHIVIERS,CH,Oui,Pas de contrôle,Pas de contrôle,74.98,77.77,72.18,60,28.89,44,16,45
450000237,2015,Centre-Val de Loire,24,CLINIQUE JEANNE D'ARC - GIEN,Privé,Oui,Pas de contrôle,Pas de contrôle,79.25,81.88,76.62,60,0,0,0,37
450000245,2015,Centre-Val de Loire,24,CLINIQUE L'ARCHETTE,Privé,Oui,Pas de contrôle,Pas de contrôle,80.26,83.45,77.07,60,0,0,0,34
450000294,2015,Centre-Val de Loire,24,CLINIQUE DE LA REINE BLANCHE,Privé,Oui,Pas de contrôle,Pas de contrôle,75.13,78.71,71.55,60,61.54,80,41,26
450010079,2015,Centre-Val de Loire,24,POLYCLINIQUE LONGUES ALLEES,Privé,Oui,Pas de contrôle,Pas de contrôle,77.84,81.81,73.88,60,52.17,73,31,23
450012968,2015,Centre-Val de Loire,24,CLINIQUE DE MONTARGIS,Privé,Oui,Pas de contrôle,Pas de contrôle,74.65,77.33,71.97,60,93.55,99,79,31
460780083,2015,Occitanie,76,CH FIGEAC,CH,Oui,Pas de contrôle,Pas de contrôle,86.4,88.91,83.89,60,68.33,80,55,60
460780208,2015,Occitanie,76,CH GOURDON,CH,Oui,Pas de contrôle,Pas de contrôle,100,100,100,60,100,100,100,59
460780216,2015,Occitanie,76,CH CAHORS,CH,Oui,Pas de contrôle,Pas de contrôle,83.71,86.7,80.73,60,75,86,62,56
470000027,2015,Nouvelle Aquitaine,75,CLINIQUE ESQUIROL - SAINT-HILAIRE,Privé,Oui,Pas de contrôle,Pas de contrôle,92.89,95.92,89.85,60,78.57,88,66,56
470000316,2015,Nouvelle Aquitaine,75,CENTRE HOSPITALIER AGEN,CH,Oui,Pas de contrôle,Pas de contrôle,97.28,98.64,95.92,60,8.33,20,2,48
470000324,2015,Nouvelle Aquitaine,75,C. H. SAINT CYR VILLENEUVE/LOT,CH,Oui,Pas de contrôle,Pas de contrôle,90.23,92.63,87.83,60,70.59,85,52,34
470001660,2015,Nouvelle Aquitaine,75,CH MARMANDE TONNEINS,CH,Oui,Pas de contrôle,Pas de contrôle,92.21,93.19,91.22,60,98.25,99,91,57
470016049,2015,Nouvelle Aquitaine,75,POLE DE SANTE DU VILLENEUVOIS,Privé,Oui,Recueil Validé,Recueil Validé,75.02,77.41,72.63,60,60,72,47,60
480780097,2015,Occitanie,76,CH MENDE,CH,Oui,Pas de contrôle,Pas de contrôle,86.11,89.27,82.95,60,87.76,95,75,49
490000031,2015,Pays de la Loire,52,C.H.R.U.    ANGERS,CHU,Oui,Pas de contrôle,Pas de contrôle,88.02,90.68,85.36,60,61.54,75,47,52
490000155,2015,Pays de la Loire,52,CTRE REGIONAL DE LUTTE C/CANCER,CLCC,Oui,Pas de contrôle,Pas de contrôle,89.55,90.42,88.68,60,100,100,100,60
490000262,2015,Pays de la Loire,52,CLINIQUE SAINT-JOSEPH,Privé,Oui,Pas de contrôle,Pas de contrôle,95.61,97.45,93.76,60,100,100,100,60
490000676,2015,Pays de la Loire,52,CENTRE HOSPITALIER CHOLET,CH,Oui,Pas de contrôle,Pas de contrôle,88.61,91.46,85.77,60,35.85,50,23,53
490002037,2015,Pays de la Loire,52,SA POLYCLINIQUE DU PARC,Privé,Oui,Pas de contrôle,Pas de contrôle,86.37,89.94,82.81,60,66.07,78,52,56
490007929,2015,Pays de la Loire,52,CLINIQUE CHIRURGICALE DE LA LOIRE,Privé,Oui,Pas de contrôle,Pas de contrôle,95.01,96.95,93.08,60,84.75,93,73,59
490014909,2015,Pays de la Loire,52,CLINIQUE DE L'ANJOU,Privé,Oui,Pas de contrôle,Pas de contrôle,91.07,93.99,88.14,60,64.44,78,49,45
490015906,2015,Pays de la Loire,52,CLINIQUE SAINT LEONARD,Privé,Oui,Pas de contrôle,Pas de contrôle,89.77,92.41,87.14,60,85,93,73,60
490528452,2015,Pays de la Loire,52,CENTRE HOSPITALIER SAUMUR,CH,Oui,Pas de contrôle,Pas de contrôle,81.1,83.51,78.69,60,97.78,99,88,45
490540440,2015,Pays de la Loire,52,CENTRE DE LA MAIN,Privé,Oui,Pas de contrôle,Pas de contrôle,95.5,97.5,93.5,60,100,100,100,60
500000013,2015,Normandie,28,CENTRE HOSPITALIER PUBLIC DU COTENTIN,CH,Oui,Pas de contrôle,Pas de contrôle,71.83,75.54,68.13,60,21.88,40,9,32
500000054,2015,Normandie,28,CH AVRANCHES GRANVILLE,CH,Oui,Pas de contrôle,Pas de contrôle,77.4,80.33,74.46,60,51.02,66,36,49
500000112,2015,Normandie,28,HOPITAL MEMORIAL ST LO,CH,Oui,Pas de contrôle,Pas de contrôle,81.43,85.14,77.72,60,48.65,66,32,37
500000146,2015,Normandie,28,POLYCLINIQUE DE LA BAIE-ST MARTIN,Privé,Oui,Pas de contrôle,Pas de contrôle,93.75,96.17,91.33,60,91.53,97,81,59
500000203,2015,Normandie,28,POLYCLINIQUE DE LA MANCHE - SAINT-LO,Privé,Oui,Pas de contrôle,Pas de contrôle,81.91,84.51,79.3,60,92.16,98,81,51
500000401,2015,Normandie,28,CLINIQUE DR. H. GUILLARD,Privé,Oui,Pas de contrôle,Pas de contrôle,86.64,89.1,84.17,60,3.13,16,0,32
500002357,2015,Normandie,28,POLYCLINIQUE DU COTENTIN,Privé,Oui,Pas de contrôle,Pas de contrôle,79.48,81.76,77.19,60,94,99,83,50
510000029,2015,Alsace-Champagne-Ardenne-Lorraine,44,CHR DE REIMS,CHU,Oui,Pas de contrôle,Pas de contrôle,72.19,75.19,69.19,60,70.97,86,52,31
510000037,2015,Alsace-Champagne-Ardenne-Lorraine,44,CH CHALONS EN CHAMPAGNE,CH,Oui,Pas de contrôle,Pas de contrôle,71.56,74.83,68.29,60,2.08,11,0,48
510000060,2015,Alsace-Champagne-Ardenne-Lorraine,44,CH AUBAN MOET A EPERNAY,CH,Oui,Pas de contrôle,Pas de contrôle,84.18,87.15,81.2,60,69.39,82,55,49
510000078,2015,Alsace-Champagne-Ardenne-Lorraine,44,CH VITRY LE FRANCOIS,CH,Oui,Pas de contrôle,Pas de contrôle,95.74,97.43,94.04,60,89.83,96,79,59
510000185,2015,Alsace-Champagne-Ardenne-Lorraine,44,POLYCLINIQUE COURLANCY - REIMS,Privé,Oui,Pas de contrôle,Pas de contrôle,87.3,89.68,84.91,60,90.91,99,59,11
510000193,2015,Alsace-Champagne-Ardenne-Lorraine,44,POLYCLINIQUE SAINT-ANDRE,Privé,Oui,Pas de contrôle,Pas de contrôle,88.74,92.02,85.47,60,97.06,99,85,34
510000227,2015,Alsace-Champagne-Ardenne-Lorraine,44,POLYCLINIQUE PRIOLLET - CHALONS,Privé,Oui,Pas de contrôle,Pas de contrôle,71.95,74.27,69.64,60,63.16,84,38,19
510000243,2015,Alsace-Champagne-Ardenne-Lorraine,44,CLINIQUE D'EPERNAY,Privé,Oui,Pas de contrôle,Pas de contrôle,83.16,85.04,81.28,60,60,88,26,10
510000516,2015,Alsace-Champagne-Ardenne-Lorraine,44,INSTITUT JEAN GODINOT,CLCC,Oui,Pas de contrôle,Pas de contrôle,98.18,99.35,97.01,60,82.14,91,70,56
510012040,2015,Alsace-Champagne-Ardenne-Lorraine,44,POLYCLINIQUE LES BLEUETS - REIMS,Privé,Oui,Pas de contrôle,Pas de contrôle,92.7,95.01,90.39,60,91.3,99,72,23
510024300,2015,Alsace-Champagne-Ardenne-Lorraine,44,GCS MATERNITE EPERNAY,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,63.36,66.24,60.48,60,75,93,48,16
520780032,2015,Alsace-Champagne-Ardenne-Lorraine,44,CENTRE HOSPITALIER DE CHAUMONT,CH,Oui,Pas de contrôle,Pas de contrôle,84.14,86.77,81.51,60,87.5,95,75,48
520780057,2015,Alsace-Champagne-Ardenne-Lorraine,44,CENTRE HOSPITALIER DE LANGRES,CH,Oui,Pas de contrôle,Pas de contrôle,93.89,95.66,92.12,60,97.67,99,88,43
520780073,2015,Alsace-Champagne-Ardenne-Lorraine,44,CENTRE HOSPITALIER DE ST DIZIER,CH,Oui,Pas de contrôle,Pas de contrôle,90.71,93.2,88.23,60,95,99,83,40
520780156,2015,Alsace-Champagne-Ardenne-Lorraine,44,CLINIQUE DE LA COMPASSION,Privé,Oui,Pas de contrôle,Pas de contrôle,91.55,93.85,89.25,60,90,96,79,60
520780180,2015,Alsace-Champagne-Ardenne-Lorraine,44,CLINIQUE FRANCOIS 1ER,Privé,Oui,Pas de contrôle,Pas de contrôle,97.18,98.36,96,60,45.45,64,28,33
520780214,2015,Alsace-Champagne-Ardenne-Lorraine,44,CENTRE MEDICO CHIRURGICAL,Privé,Oui,Pas de contrôle,Pas de contrôle,84.35,85.71,82.99,60,56.86,71,42,51
530000025,2015,Pays de la Loire,52,CH INTERCOMMUNAL DU HAUT-ANJOU,CH,Oui,Pas de contrôle,Pas de contrôle,98.48,99.5,97.46,60,89.66,98,73,29
530000074,2015,Pays de la Loire,52,CENTRE HOSPITALIER  NORD-MAYENNE,CH,Oui,Pas de contrôle,Pas de contrôle,75.51,78.54,72.48,60,86.36,95,73,44
530000371,2015,Pays de la Loire,52,CENTRE HOSPITALIER  LAVAL,CH,Oui,Pas de contrôle,Pas de contrôle,86.08,89.05,83.12,60,76.47,89,59,34
530031962,2015,Pays de la Loire,52,POLYCLINIQUE DU MAINE,Privé,Oui,Pas de contrôle,Pas de contrôle,88.9,91.69,86.12,60,60,74,44,45
540000049,2015,Alsace-Champagne-Ardenne-Lorraine,44,CENTRE HOSPITALIER - TOUL,CH,Oui,Pas de contrôle,Pas de contrôle,82.18,85.28,79.07,60,27.91,44,15,43
540000080,2015,Alsace-Champagne-Ardenne-Lorraine,44,CENTRE HOSPITALIER - LUNEVILLE,CH,Oui,Pas de contrôle,Pas de contrôle,79.81,83.34,76.28,60,76.92,89,61,39
540000361,2015,Alsace-Champagne-Ardenne-Lorraine,44,CLINIQUE JEANNE D'ARC - LUNEVILL,Privé,Oui,Pas de contrôle,Pas de contrôle,89.94,91.89,87.98,60,55,68,42,60
540000445,2015,Alsace-Champagne-Ardenne-Lorraine,44,ESPACE CHIR. AMBROISE PARE NANCY,Privé,Oui,Pas de contrôle,Pas de contrôle,91.43,94.02,88.85,60,97.73,99,88,44
540000452,2015,Alsace-Champagne-Ardenne-Lorraine,44,CLINIQUE ST ANDRE VANDOEUVRE,Privé,Oui,Pas de contrôle,Pas de contrôle,93.63,95.8,91.47,60,52.94,70,35,34
540000478,2015,Alsace-Champagne-Ardenne-Lorraine,44,POLYCLINIQUE LOUIS PASTEUR,Privé,Oui,Pas de contrôle,Pas de contrôle,91.19,93.93,88.45,60,98.25,99,91,57
540000486,2015,Alsace-Champagne-Ardenne-Lorraine,44,POLYCLINIQUE DE GENTILLY,Privé,Oui,Pas de contrôle,Pas de contrôle,97.78,98.94,96.62,60,98.25,99,91,57
540000767,2015,Alsace-Champagne-Ardenne-Lorraine,44,CENTRE HOSPITALIER - BRIEY,CH,Oui,Pas de contrôle,Pas de contrôle,97.51,99.3,95.72,60,93.48,99,82,46
540001096,2015,Alsace-Champagne-Ardenne-Lorraine,44,CH DE MT ST MARTIN (GROUPE SOS SANTE),ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,75.57,78,73.15,60,72.73,89,50,22
540001286,2015,Alsace-Champagne-Ardenne-Lorraine,44,INSTITUT DE CANCEROLOGIE DE LORRAINE,CLCC,Oui,Pas de contrôle,Pas de contrôle,86.41,88.52,84.3,60,83.33,95,63,24
540013224,2015,Alsace-Champagne-Ardenne-Lorraine,44,POLYCLINIQUE MAJORELLE,Privé,Oui,Pas de contrôle,Pas de contrôle,84.33,87.06,81.59,60,78.95,90,63,38
540023264,2015,Alsace-Champagne-Ardenne-Lorraine,44,C.H.U. DE NANCY,CHU,Oui,Pas de contrôle,Pas de contrôle,76.74,82.05,71.44,60,85.11,94,72,47
550000178,2015,Alsace-Champagne-Ardenne-Lorraine,44,POLYCLINIQUE DU PARC - BAR-LE-DU,Privé,Oui,Pas de contrôle,Pas de contrôle,96.49,98.11,94.87,60,82,91,69,50
550003354,2015,Alsace-Champagne-Ardenne-Lorraine,44,CENTRE HOSPITALIER - BAR LE DUC,CH,Oui,Pas de contrôle,Pas de contrôle,91.23,94.18,88.29,60,82.35,93,65,34
550006795,2015,Alsace-Champagne-Ardenne-Lorraine,44,CENTRE HOSPITALIER VERDUN/SAINT MIHIEL,CH,Oui,Pas de contrôle,Pas de contrôle,86.26,89.28,83.25,60,85.19,96,66,27
560000044,2015,Bretagne,53,CENTRE HOSPITALIER PLOERMEL,CH,Oui,Pas de contrôle,Pas de contrôle,85.3,88.14,82.47,60,64.58,78,49,48
560002511,2015,Bretagne,53,CLINIQUE DU TER,Privé,Oui,Pas de contrôle,Pas de contrôle,90.87,92.9,88.83,60,74.47,86,60,47
560002933,2015,Bretagne,53,CLINIQUE MUTUALISTE PORTE DE L'ORIENT,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,90.31,91.9,88.73,60,97.14,99,85,35
560005746,2015,Bretagne,53,CENTRE HOSPITALIER BRETAGNE SUD LORIENT,CH,Oui,Pas de contrôle,Pas de contrôle,82.97,86.76,79.18,60,47.83,63,33,46
560007510,2015,Bretagne,53,POLYCLINIQUE DE PONTIVY,Privé,Oui,Pas de contrôle,Pas de contrôle,71.11,73.87,68.35,60,89.83,96,79,59
560008799,2015,Bretagne,53,CLINIQUE OCEANE,Privé,Oui,Pas de contrôle,Pas de contrôle,99.15,99.8,98.51,60,100,100,100,55
560014748,2015,Bretagne,53,CENTRE HOSPITALIER DU CENTRE BRETAGNE,CH,Oui,Pas de contrôle,Pas de contrôle,84.82,87.8,81.85,60,53.33,68,38,45
560023210,2015,Bretagne,53,CENTRE HOSPITALIER BRETAGNE ATLANTIQUE VANNES,CH,Oui,Pas de contrôle,Pas de contrôle,81.47,84.33,78.6,60,65.91,80,50,44
570000083,2015,Alsace-Champagne-Ardenne-Lorraine,44,CLINIQUE SAINT NABOR,Privé,Oui,Pas de contrôle,Pas de contrôle,83.53,87.33,79.74,60,83.64,92,71,55
570000158,2015,Alsace-Champagne-Ardenne-Lorraine,44,CENTRE HOSPITALIER ROBERT PAX,CH,Oui,Pas de contrôle,Pas de contrôle,92.17,94.08,90.26,60,34.04,49,21,47
570000216,2015,Alsace-Champagne-Ardenne-Lorraine,44,HOSPITALOR - SAINT-AVOLD,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,88.19,91.62,84.77,60,81.4,92,67,43
570000356,2015,Alsace-Champagne-Ardenne-Lorraine,44,CLINIQUE CHIR. AMBROISE PARE,Privé,Oui,Pas de contrôle,Pas de contrôle,94.16,95.96,92.35,60,98.31,99,91,59
570000364,2015,Alsace-Champagne-Ardenne-Lorraine,44,CLINIQUE NOTRE DAME,Privé,Oui,Pas de contrôle,Pas de contrôle,95.72,97.85,93.59,60,93.33,98,84,60
570000596,2015,Service de santé des armées,12,HÔPITAL D'INSTRUCTION DES ARMÉES LEGOUEST,CH,Oui,Pas de contrôle,Pas de contrôle,96.79,97.94,95.65,60,85.71,95,70,35
