finess;rs_finess;finess_geo;rs_finess_geo;region;participation;Depot;nb_rep_score_all_rea_ajust;score_all_rea_ajust;classement;evolution;nb_rep_score_accueil_rea_ajust;score_accueil_rea_ajust;nb_rep_score_PECinf_rea_ajust;score_PECinf_rea_ajust;nb_rep_score_PECmed_rea_ajust;score_PECmed_rea_ajust;nb_rep_score_chambre_rea_ajust;score_chambre_rea_ajust;nb_rep_score_repas_rea_ajust;score_repas_rea_ajust;nb_rep_score_sortie_rea_ajust;score_sortie_rea_ajust
590052056;CLINIQUE SAINTE MARIE DU GCS GPT DES HOPITAUX DE L''ICL;590052056;GCS GHICL CLINIQUE STE MARIE;Hauts de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
590780094;CENTRE LEONARD DE VINCI (EX CLINIQUE PONT ST-VAAST);590780094;CENTRE LEONARD DE VINCI;Hauts de France;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
590780250;CLINIQUE LILLE SUD LESQUIN;590780250;CLINIQUE LILLE SUD;Hauts de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
590780268;POLYCLINIQUE DU BOIS LILLE;590780268;HOPITAL PRIVÉ LE BOIS;Hauts de France;1- Obligatoire;1- Oui;257;73.49;C;1-Diminution;257;72.78;257;80.43;257;82.05;257;70.19;257;64.06;257;62.18
590780284;ETABLISSEMENT DE SANTE HOPITAL SAINT PHILIBERT-LOMME;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;Hauts de France;1- Obligatoire;1- Oui;129;71.86;C;4-Non calculable;129;72.41;129;79.6;129;79.65;129;70.2;129;58.91;129;60.35
590780383;POLYCLINIQUE DE LA LOUVIERE LILLE;590780383;HOPITAL PRIVE LA LOUVIERE;Hauts de France;1- Obligatoire;1- Oui;358;75.55;B;2-Stable;358;76.59;358;82.38;358;82.37;358;75.24;358;59.8;358;64.99
590781571;CLINIQUE DU CAMBRAISIS;590781571;CLINIQUE DU CAMBRESIS;Hauts de France;2- Facultatif;1- Oui;44;77.35;A;4-Non calculable;44;79.75;44;81.72;44;83.16;44;71.72;44;69.01;44;69.1
590781951;CLINIQUE DU CROISE LAROCHE-MARCQ EN BAROEUL;590781951;CLINIQUE DU SPORT ET D'ORTHOPEDIE;Hauts de France;1- Obligatoire;1- Oui;103;78.43;A;3-Amélioration;103;79.2;103;86.11;103;85.55;103;79.62;103;59.13;103;67.88
590782298;CLINIQUE MATERNITE DU PARC SAINT-SAULVE;590782298;POLYCLINIQUE DU PARC;Hauts de France;1- Obligatoire;1- Oui;164;74.75;B;2-Stable;164;76;164;80.89;164;82.71;164;74.46;164;59.05;164;63.76
590782546;SAS CLINIQUE DE VILLENEUVE D''ASCQ;590782546;SAS CLINIQUE DE VILLENEUVE D'ASCQ;Hauts de France;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
590782553;HOPITAL PRIVE DE VILLENEUVE D''ASCQ;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;Hauts de France;1- Obligatoire;1- Oui;422;74.33;B;2-Stable;422;76.29;422;81.23;422;81.57;422;74.95;422;61.75;422;60.34
590780193;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE LILLE;590784864;HOP CALMETTE CHR LILLE;Hauts de France;1- Obligatoire;1- Oui;54;76;B;4-Non calculable;54;75.51;54;85.36;54;83.75;54;73.91;54;60.62;54;65.41
590785374;CLINIQUE MEDICO-CHIRURGICALE TEISSIER A VALENCIENNES;590785374;CLINIQUE TEISSIER;Hauts de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
590780193;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE LILLE;590787586;HOP CARDIOLOGIQUE CHR LILLE;Hauts de France;1- Obligatoire;1- Oui;230;72.92;C;2-Stable;230;75.13;230;81.4;230;82.08;230;64.46;230;53.61;230;65.57
590788964;SARL CLINIQUE DU PARC;590788964;SARL CLINIQUE DU PARC;Hauts de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
590790655;CLINIQUE CHIRURGICALE SAINT ROCH A RONCQ;590790655;SAINT ROCH CHIRURGIE;Hauts de France;1- Obligatoire;1- Oui;32;78.97;A;4-Non calculable;32;81.13;32;83.73;32;84.52;32;74.34;32;59.31;32;76.03
590780193;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE LILLE;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;Hauts de France;1- Obligatoire;1- Oui;565;71.87;C;2-Stable;565;73.76;565;80.18;565;78.99;565;67.88;565;56.63;565;60.11
590797353;ETABLISSEMENT DE SANTE SAINT VINCENT-SAINT ANTOINE LILLE;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;Hauts de France;1- Obligatoire;1- Oui;114;71.8;C;2-Stable;114;71.95;114;80.71;114;78.15;114;73.01;114;53.8;114;60.28
590782421;CENTRE HOSPITALIER DE ROUBAIX;590801106;HOPITAL VICTOR PROVO;Hauts de France;1- Obligatoire;1- Oui;71;71.83;C;4-Non calculable;71;70.29;71;79.84;71;78.92;71;75.92;71;45.64;71;63.86
590781902;CENTRE HOSPITALIER DE TOURCOING;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;Hauts de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
590806360;CLINIQUE DE LA MITTERIE A LOMME;590806360;CLINIQUE DE LA MITTERIE;Hauts de France;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
590780193;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE LILLE;590811279;HOP CLAUDE HURIEZ CHR LILLE;Hauts de France;1- Obligatoire;1- Oui;651;73.44;C;1-Diminution;651;73.14;651;82.29;651;81.03;651;71.61;651;55.98;651;63.34
590782421;CENTRE HOSPITALIER DE ROUBAIX;590812186;HOP LA FRATERNITE CH ROUBAIX;Hauts de France;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
590813176;CLINIQUE DES HETRES;590813176;CLINIQUE DES HETRES;Hauts de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
590813382;NOUVELLE CLINIQUE VILLETTE SA;590813382;NOUVELLE CLINIQUE VILLETTE SA;Hauts de France;1- Obligatoire;1- Oui;141;71.74;C;4-Non calculable;141;75.73;141;79.07;141;78.68;141;71.19;141;63.79;141;53.72
590813507;POLYCLINIQUE DU VAL DE SAMBRE;590813507;POLYCLINIQUE DU VAL DE SAMBRE;Hauts de France;1- Obligatoire;1- Oui;70;75.47;B;4-Non calculable;70;76.02;70;83.99;70;82.73;70;74.39;70;62.58;70;62.01
590815056;CLINIQUE DE FLANDRE A COUDEKERQUE;590815056;CLINIQUE DE FLANDRE;Hauts de France;1- Obligatoire;1- Oui;48;75.82;B;4-Non calculable;48;79.05;48;83.74;48;85.39;48;71.22;48;54.04;48;62.09
590816310;CLINIQUE SAINT AME;590816310;CLINIQUE SAINT AME;Hauts de France;1- Obligatoire;1- Oui;233;74.56;B;3-Amélioration;233;74.96;233;83.57;233;80.76;233;73.4;233;65.04;233;60.23
590817458;CLINIQUE DE LA VICTOIRE;590817458;CLINIQUE DE LA VICTOIRE;Hauts de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
590817839;CLINIQUE DU VAL DE LYS A TOURCOING;590817839;CLINIQUE DU VAL DE LYS;Hauts de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
600101984;GROUPE HOSPIALIER PUBLIC DU SUD DE L''OISE;600000053;CH GHPSO SENLIS;Hauts de France;1- Obligatoire;1- Oui;30;68.06;D;4-Non calculable;30;70.11;30;76;30;72.83;30;62.17;30;63.45;30;58.6
600100572;CENTRE HOSPITALIER BERTINOT JUEL;600000152;CH CHAUMONT-EN-VEXIN;Hauts de France;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
600100648;CENTRE HOSPITALIER GENERAL DE CLERMONT DE L''OISE;600000186;CH CLERMONT;Hauts de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
600100713;CENTRE HOSPITALIER DE BEAUVAIS;600000194;CH BEAUVAIS;Hauts de France;1- Obligatoire;1- Oui;52;67.22;D;4-Non calculable;52;65.8;52;74.97;52;77.48;52;60.94;52;52.33;52;59.15
600100721;CH INTERCOMMUNAL COMPIEGNE-NOYON;600000285;CH CHICN NOYON;Hauts de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
600101984;GROUPE HOSPIALIER PUBLIC DU SUD DE L''OISE;600000467;CH GHPSO CREIL;Hauts de France;1- Obligatoire;1- Oui;85;64.85;D;4-Non calculable;85;64.01;85;74.02;85;70.3;85;59.64;85;57.07;85;54.17
600010862;SAS CENTRE CHIRURGICAL DE CHANTILLY;600010862;SAS CENTRE CHIRURGICAL DE CHANTILLY;Hauts de France;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
600100168;CENTRE MEDICO-CHIRURGICAL DES JOCKEYS;600100168;CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS;Hauts de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
600100754;POLYCLINIQUE SAINT COME;600100754;POLYCLINIQUE SAINT CÔME;Hauts de France;1- Obligatoire;1- Oui;273;75.37;B;2-Stable;273;76.78;273;82.56;273;80.9;273;77.42;273;58.88;273;63.4
600110175;CLINIQUE DU PARC SAINT-LAZARE;600110175;CLINIQUE DU PARC SAINT-LAZARE;Hauts de France;1- Obligatoire;1- Oui;76;75.31;B;4-Non calculable;76;75.5;76;80.18;76;79.2;76;73.41;76;63.63;76;70.03
600100721;CH INTERCOMMUNAL COMPIEGNE-NOYON;600113476;CH CHICN COMPIÈGNE;Hauts de France;1- Obligatoire;1- Oui;115;71.06;C;2-Stable;115;72.19;115;79.12;115;78.07;115;69.63;115;60.91;115;57.88
610780074;CENTRE HOSPITALIER L''AIGLE;610000044;CENTRE HOSPITALIER DE L'AIGLE;Normandie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
610780082;CENTRE HOSPITALIER INTERCOMMUNAL ALENCON-MAMERS;610000051;CHICAM - SITE ALENCON;Normandie;1- Obligatoire;1- Oui;70;71.59;C;4-Non calculable;70;69.11;70;79.31;70;78.41;70;67.95;70;57.7;70;65.08
610780090;CENTRE HOSPITALIER MARECHAL LECLERC ARGENTAN;610000069;CENTRE HOSPITALIER D'ARGENTAN;Normandie;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
610780124;CENTRE HOSPITALIER MARGUERITE DE LORRAINE - MORTAGNE;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;Normandie;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
610780140;HOPITAL LOCAL - SEES;610000093;HOPITAL LOCAL - SEES;Normandie;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
610780165;CENTRE HOSPITALIER GENERAL JACQUES MONOD FLERS;610000119;CH JACQUES MONOD - FLERS;Normandie;1- Obligatoire;1- Oui;110;67.41;D;2-Stable;110;65.66;110;74.97;110;72.67;110;70.78;110;55.49;110;55.81
610006421;CLINIQUE D''ALENCON;610006421;CLINIQUE D'ALENCON;Normandie;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
610790594;CENTRE HOSPITALIER INTERCOMMUNAL DES ANDAINES;610780116;CHIC DES ANDAINES - LA FERTE MACE;Normandie;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
610780199;CLINIQUE SAINT DOMINIQUE - FLERS;610780199;CLINIQUE SAINT DOMINIQUE - FLERS;Normandie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
620000026;ETABLISSEMENT HOPALE - CENTRE CALOT/HELIO;620000026;ETAB HOPALE CTRE CALOT/HELIO;Hauts de France;1- Obligatoire;1- Oui;255;78.44;A;2-Stable;255;78.03;255;85.77;255;84.21;255;77.46;255;68.14;255;68.02
620100057;CENTRE HOSPITALIER D''ARRAS;620000034;CH ARRAS;Hauts de France;1- Obligatoire;1- Oui;414;69.44;D;1-Diminution;414;69.36;414;77.07;414;76.61;414;67.09;414;58.49;414;60.02
620100651;CENTRE HOSPITALIER GERMON ET GAUTHIER BETHUNE BEUVRY;620000224;CH BETHUNE;Hauts de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
620100677;CENTRE HOSPITALIER D''HENIN BEAUMONT;620000240;CH HENIN BEAUMONT;Hauts de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
620100685;CENTRE HOSPITALIER DE LENS;620000257;CH LENS;Hauts de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
620101337;CENTRE HOSPITALIER DE CALAIS;620000323;CH CALAIS;Hauts de France;1- Obligatoire;1- Oui;145;70.16;D;4-Non calculable;145;71.36;145;78.18;145;75.1;145;70.06;145;54.91;145;59.87
620101360;CENTRE HOSPITALIER DE LA REGION DE SAINT-OMER;620000349;CH REGION DE ST OMER;Hauts de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
620103440;CENTRE HOSPITALIER DUCHENNE DE BOULOGNE SUR MER;620000653;CH BOULOGNE-SUR-MER;Hauts de France;1- Obligatoire;1- Oui;70;70.96;C;2-Stable;70;69.36;70;77.81;70;76.45;70;70.07;70;63.79;70;61.96
620103432;CENTRE HOSPITALIER DE L''ARRONDISSEMENT DE MONTREUIL;620003202;CH ARRONDISSEMENT DE MONTREUIL;Hauts de France;1- Obligatoire;1- Oui;103;72.66;C;2-Stable;103;73.82;103;79.53;103;78.19;103;73.08;103;62.94;103;60.48
620003350;POLYCLINIQUE DE RIAUMONT;620003350;POLYCLINIQUE DE RIAUMONT;Hauts de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
620003376;POLYCLINIQUE MED CHIR D''HENIN-BEAUMONT;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;Hauts de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
620006049;CLINIQUE CHIRURGICALE DE SAINT-OMER;620006049;CLINIQUE CHIRURGICALE DE SAINT-OMER;Hauts de France;1- Obligatoire;1- Oui;87;78.49;A;4-Non calculable;87;82.65;87;82.93;87;83.43;87;76.81;87;63.54;87;69.49
620025346;POLYCLINIQUE DE LA CLARENCE;620025346;POLYCLINIQUE DE LA CLARENCE;Hauts de France;1- Obligatoire;1- Oui;44;73.8;C;1-Diminution;44;71.54;44;81.47;44;80.75;44;74.46;44;61.56;44;63.24
620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;Hauts de France;1- Obligatoire;1- Oui;351;75.89;B;3-Amélioration;351;77.98;351;82.44;351;81.4;351;76.4;351;63.68;351;63.17
620100487;CLINIQUE CHIR GYN ET SS DES ACACIAS A CUCQ;620100487;CLINIQUE DES ACACIAS;Hauts de France;1- Obligatoire;1- Oui;63;79.42;A;4-Non calculable;63;79.71;63;86.16;63;84.34;63;80.48;63;64.54;63;70.09
620100735;CLINIQUE ANNE ARTOIS;620100735;CLINIQUE ANNE ARTOIS;Hauts de France;1- Obligatoire;1- Oui;58;73.93;C;3-Amélioration;58;73.26;58;82.3;58;82.04;58;71.82;58;48.6;58;67.75
620100750;CLINIQUE AMBROISE PARE;620100750;CLINIQUE AMBROISE PARE;Hauts de France;1- Obligatoire;1- Oui;82;76.81;B;2-Stable;82;77.9;82;82.97;82;82.36;82;77.67;82;61.93;82;66.11
620101311;CLINIQUE DES 2 CAPS;620101311;CLINIQUE DES 2 CAPS;Hauts de France;1- Obligatoire;1- Oui;48;78.36;A;4-Non calculable;48;82.39;48;84.71;48;83.73;48;77.76;48;60.92;48;65.46
620101501;HOPITAL PRIVE DE BOIS BERNARD;620101501;HOPITAL PRIVE DE BOIS BERNARD;Hauts de France;1- Obligatoire;1- Oui;197;74.89;B;4-Non calculable;197;76.86;197;80.75;197;82.17;197;75.46;197;47.51;197;68.02
620105940;POLYCLINIQUE DU TERNOIS;620105940;POLYCLINIQUE DU TERNOIS;Hauts de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
620106088;CLINIQUE MEDICO CHIRURGICALE DE BRUAY-LABUISSIERE;620106088;CLINIQUE MEDICO CHIRURGICALE DE BRUAY;Hauts de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
620118513;CENTRE MEDICAL CHIRURGICAL OBSTETRICAL COTE D''OPALE;620118513;CENTRE MCO COTE D'OPALE;Hauts de France;1- Obligatoire;1- Oui;242;74.2;B;2-Stable;242;73.65;242;80.98;242;79.57;242;71.93;242;68.21;242;63.72
630780989;CENTRE HOSPITALIER UNIVERSITAIRE DE CLERMONT-FERRAND;630000404;CHU G. MONTPIED;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;119;70.68;D;1-Diminution;119;69.05;119;79.96;119;77.42;119;73.52;119;52.8;119;59.18
630780997;CENTRE HOSPITALIER AMBERT;630000412;CENTRE HOSPITALIER D'AMBERT;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
630781003;CENTRE HOSPITALIER ISSOIRE PAUL ARDIER;630000420;CENTRE HOSPITALIER ISSOIRE PAUL ARDIER;Auvergne-Rhône-Alpes;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
630781011;CENTRE HOSPITALIER DE RIOM;630000438;CENTRE HOSPITALIER DE RIOM;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
630781029;CENTRE HOSPITALIER DE THIERS;630000446;CENTRE HOSPITALIER DE THIERS;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
630000479;CENTRE LUTTE CONTRE LE CANCER JEAN PERRIN;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;191;79.26;A;4-Non calculable;191;78.76;191;87.71;191;84.41;191;81.54;191;67.64;191;66.02
630780211;POLE SANTE REPUBLIQUE;630780211;POLE SANTE REPUBLIQUE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;377;74.5;B;2-Stable;377;76.18;377;81.16;377;82.07;377;73.18;377;51.66;377;67.05
630780369;CLINIQUE DE LA PLAINE;630780369;CLINIQUE DE LA PLAINE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
630780989;CENTRE HOSPITALIER UNIVERSITAIRE DE CLERMONT-FERRAND;630781268;CHU ESTAING;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;109;67.7;D;2-Stable;109;67.1;109;76.39;109;73;109;69.17;109;53.48;109;56.33
630781821;CLINIQUE PSYCHIATRIQUE LE GRAND PRE;630781821;CLINIQUE PSYCHIATRIQUE LE GRAND PRE;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;126;76.97;B;2-Stable;126;74.58;126;84.06;126;83.55;126;77.15;126;66.68;126;66.9
630780989;CENTRE HOSPITALIER UNIVERSITAIRE DE CLERMONT-FERRAND;630783538;CHU - HOPITAL NORD;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
640780417;CENTRE HOSPITALIER INTERCOMMUNAL DE LA COTE BASQUE;640000162;CH DE LA COTE BASQUE - BAYONNE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;70;73.16;C;4-Non calculable;70;71.11;70;81.68;70;80.18;70;74.22;70;54.39;70;64.84
640780813;CENTRE HOSPITALIER D''ORTHEZ;640000402;CENTRE HOSPITALIER D'ORTHEZ;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
640780821;CENTRE HOSPITALIER D''OLORON SAINTE MARIE;640000410;CENTRE HOSPITALIER OLORON;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
640781290;CENTRE HOSPITALIER DE PAU;640000600;CENTRE HOSPITALIER DE PAU;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
640016580;CENTRE DE CARDIOLOGIE DU PAYS BASQUE;640016580;CENTRE DE CARDIOLOGIE DU PAYS BASQUE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;222;75.36;B;3-Amélioration;222;75.66;222;82.73;222;81.3;222;77.44;222;61.23;222;64.84
640017638;CENTRE HOSPITALIER DE SAINT-PALAIS;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
640018206;CAPIO CLINIQUE BELHARRA;640018206;CAPIO CLINIQUE BELHARRA;Nouvelle Aquitaine;1- Obligatoire;1- Oui;253;75.65;B;2-Stable;253;75.37;253;82.11;253;81.84;253;80.98;253;57.73;253;63.18
640780268;CLINIQUE DELAY;640780268;CLINIQUE DELAY;Nouvelle Aquitaine;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
640780490;CAPIO CLINIQUE AGUILERA;640780490;CAPIO CLINIQUE AGUILERA;Nouvelle Aquitaine;1- Obligatoire;1- Oui;131;75.89;B;3-Amélioration;131;75.78;131;85.33;131;83.78;131;72.44;131;56.91;131;66.43
640780748;POLYCLINIQUE COTE BASQUE SUD;640780748;POLYCLINIQUE CÔTE BASQUE SUD;Nouvelle Aquitaine;1- Obligatoire;1- Oui;107;77.58;A;3-Amélioration;107;77.4;107;84.95;107;84.91;107;77.97;107;65.7;107;66.42
640780938;POLYCLINIQUE MARZET;640780938;POLYCLINIQUE MARZET;Nouvelle Aquitaine;1- Obligatoire;1- Oui;145;77.81;A;2-Stable;145;75.25;145;83.95;145;84.81;145;76.89;145;60.14;145;72.63
640780946;POLYCLINIQUE DE NAVARRE;640780946;POLYCLINIQUE DE NAVARRE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;460;75.69;B;2-Stable;460;76.45;460;82.43;460;81.4;460;76.32;460;66.57;460;62.28
640781225;CLINIQUE MEDICALE ET CARDIOLOGIQUE D''ARESSY;640781225;CLINIQUE MEDICALE CARDIOLOGIQUE ARESSY;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
640781308;CLINIQUE PRINCESS;640781308;CLINIQUE PRINCESS;Nouvelle Aquitaine;1- Obligatoire;1- Oui;52;77.68;A;3-Amélioration;52;76.7;52;83.75;52;84.64;52;77.31;52;67.31;52;69.37
650780158;CENTRE HOSPITALIER LOURDES;650000045;CH LOURDES;Occitanie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
650780166;CENTRE HOSPITALIER DE BAGNERES DE BIGORRE;650000052;CH BAGNERES DE BIGORRE;Occitanie;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
650783160;CENTRE HOSPITALIER DE BIGORRE;650000417;CH BIGORRE SITE GESPE TARBES;Occitanie;1- Obligatoire;1- Oui;76;70.88;C;4-Non calculable;76;69.39;76;81.28;76;77.93;76;68.52;76;51.45;76;63.02
650002579;CLINIQUE ORMEAU PYRENEES;650002579;CLINIQUE ORMEAU SITE PYRENEES;Occitanie;1- Obligatoire;1- Oui;34;75.74;B;4-Non calculable;34;74.26;34;80.93;34;83.86;34;75.51;34;53.41;34;69.82
650783160;CENTRE HOSPITALIER DE BIGORRE;650780182;CH BIGORRE SITE VIC EN BIGORRE;Occitanie;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
650780679;POLYCLINIQUE DE L''ORMEAU;650780679;CLINIQUE ORMEAU SITE CENTRE;Occitanie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
650780174;HOPITAUX DE LANNEMEZAN;650784218;CMC HOPITAUX DE LANNEMEZAN;Occitanie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
660780180;CENTRE HOSPITALIER DE PERPIGNAN;660000084;CH ST JEAN;Occitanie;1- Obligatoire;1- Oui;85;71.55;C;4-Non calculable;85;71.52;85;80.33;85;78.27;85;69.66;85;52.69;85;60.53
660006305;CLINIQUE CATALANE FUSION LA ROUSSILLONNAISE ET ST CHRISTOPHE;660006305;CLINIQUE MUTUALISTE CATALANE;Occitanie;1- Obligatoire;1- Oui;181;77.82;A;2-Stable;181;80.62;181;83.19;181;83.69;181;80.18;181;59.4;181;66.7
660780628;CLINIQUE DU VALLESPIR;660780628;CLINIQUE DU VALLESPIR;Occitanie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
660780669;CLINIQUE NOTRE DAME D''ESPERANCE;660780669;CLINIQUE NOTRE DAME D'ESPERANCE;Occitanie;1- Obligatoire;1- Oui;39;72.21;C;2-Stable;39;73.32;39;79.99;39;78.87;39;71.64;39;68.66;39;57.19
660780776;CLINIQUE SAINT MICHEL;660780776;CLINIQUE ST MICHEL;Occitanie;1- Obligatoire;1- Oui;39;78.28;A;4-Non calculable;39;77.98;39;83.49;39;84.54;39;78.27;39;65.68;39;69.38
660780784;CLINIQUE SAINT PIERRE;660780784;CLINIQUE ST PIERRE;Occitanie;1- Obligatoire;1- Oui;201;70.3;D;1-Diminution;201;73.84;201;77.95;201;76.13;201;71.31;201;51.66;201;57.22
660790387;POLYCLINIQUE SAINT ROCH;660790387;POLYCLINIQUE ST ROCH;Occitanie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
670780055;HOPITAUX UNIVERSITAIRES DE STRASBOURG;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;Grand Est;1- Obligatoire;1- Oui;338;72.42;C;3-Amélioration;338;73.68;338;80.35;338;78.51;338;76.18;338;52.35;338;59.74
670000033;CENTRE REGIONAL DE LUTTE CONTRE LE CANCER PAUL STRAUSS;670000033;CRLCC  PAUL STRAUSS;Grand Est;1- Obligatoire;1- Oui;59;80.14;A;2-Stable;59;79.83;59;87.83;59;85.27;59;77.95;59;72.9;59;69.17
670000082;CLINIQUE ADASSA;670000082;CLINIQUE ADASSA;Grand Est;1- Obligatoire;1- Oui;42;75.92;B;2-Stable;42;74.93;42;83.95;42;83.22;42;74.21;42;61.16;42;65.39
670780337;CENTRE HOSPITALIER DE HAGUENAU;670000157;CENTRE HOSPITALIER DE HAGUENAU;Grand Est;1- Obligatoire;1- Oui;201;75.35;B;2-Stable;201;78.26;201;81.22;201;80.32;201;72.68;201;64.85;201;65.68
670780345;CENTRE HOSPITALIER SAINTE-CATHERINE DE SAVERNE;670000165;CH SAINTE-CATHERINE DE SAVERNE;Grand Est;1- Obligatoire;1- Oui;125;74.29;B;3-Amélioration;125;74.6;125;83.61;125;82.02;125;72.9;125;57.47;125;61.83
670000215;HOPITAL DU NEUENBERG;670000215;HOPITAL DU NEUENBERG;Grand Est;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
